Fld_Linked_ID;Fld_Company_ID;Company_Old_Id;Fld_Company_Type_ID;Fld_Company_Country;Fld_Company_City;Fld_Company_State;Fld_Company_Street;Fld_Company_ZipCode;Fld_Company_Fax;Fld_Company_Phone;Fld_Company_Email;Fld_Company_Score;Fld_Company_BAX_Contact;Fld_Remark;Fld_VAT_Nbr;Fld_Date_Of_First_Contact;Fld_Company_Address_Type
516;516;923;2;Bolivia;Cochabamba;;"Aeropuerto J. Wilsterman Ave. Kyllman 
O - 1691
casilla 132";;;591.42.50.738;http://www.labairlines.com;;;;;;3
515;515;1414;3;USA;MIAMI;FL;5575 NW 36 St.;33166;;305-887-9885;;;;;;17-août-00;3
514;514;1413;3;France;Pinsaguel;;;;05-62206491;05  62 20 66 90;-;;;Dis of Heraeus Sensor;;14-août-00;3
513;513;1412;3;USA;Naples;FL;3313 europa drive suite # M221;34105;;941-352-7995;;;;;;14-août-00;3
512;512;1411;1;Netherlands;TILBURG;;KRANENBERG 2;5047 TR;;31-13-572-8534;;7;;PW100 CAPA;;10-août-00;3
511;511;1410;2;France;RUNGIS cedex;;26 rue de villeneuve-silic BP40193;94563;;01 4512 1721;;11;6;FR customer, Slow Payer do not Exide 10K€. RCS covered by Coface 421 393 208;FR73421393208;09-août-00;2
510;510;1409;3;GERMANY;HAMBURG;;Lademannbogen 128;D-22339;;49 405 380 760;;;;;;08-août-00;3
509;509;1408;1;UK;Portsmouth;;Airport  Service Rd Eng accessory business;PO3 5PJ;;44-23-92-304071;;5;;www.hsaviation.co.uk    www.dallasairmotive.com;;07-août-00;3
508;508;1422;3;;;;;;;01 48 62 15 02 / 26 64;;;;;;12-sept-00;3
507;507;1421;5;s/moder      FR;Schweighouse;;Zone d'activité du Ried;67590;;03 88 07 26 40;;4;;;;11-sept-00;3
506;506;340609315;3;China;Foshan;Guangdong;66 tongji rd.tongji plaza,buil.B suite1501;528000;;86-757-230-2596;;;;;;01-août-02;3
505;505;339700911;12;Germany;Moenchengladbach;;Flughafenstrasse 81;41066;;49 2161 6699-650;;;;out of business;DE 132 495 130;07-juin-01;3
503;503;2136405040;3;USA;Lewisville;TX;1800 Waters Ridge Drive, Suite 400;75057;972-353-3923;972-353-3933;-;8;;-;;;3
502;502;2136405038;2;USA;Bensenville;IL;C/O Jet-X 400Nyork RD.;60106;;602-685-4000;;7;;Operate for America West anf US airways;;;3
501;501;2136405037;3;;;AZ;;85710;;1520-881-2171;;;;;;;3
500;500;2136405036;2;United Arab Emirates;Arab Tower;Abu Dhabi;Sheikh Hamdan Street, 4th Floor, Office 403;;971-2-6744055;971-2-6744044;;7;7;;;;3
499;499;2136405035;1;France;Miami;;;;;;;;;;;;3
498;498;2136405034;3;;NY;;;;;631-227-3002;;;;;;;3
497;497;2136405033;3;uSA;;CA;1802 eastman suite 113 ventura;;;;;7;;office in Austalia;;;3
496;496;2136405032;3;;;;;;;310-338-5445;;;;;;;3
495;495;2136405031;3;;Miami;FL;;33131;;305-579-2340;;;;;;;3
494;494;2136405030;3;Canada;St Laurant;Quebec;;;;514-739-1424;;;;CRJ;;;3
493;493;2136405029;10;;ABU DHABI;;;;;;;7;;"A320 / A340 /B767
 /B767";;;3
492;492;2136405028;10;USA;;;;;;650-634-4452;;;7;;;;3
491;491;2136405027;2;SPAIN;Madrid;;Ingeniero Torres Quevedo 14, Pologono Fin de Semana;28022;;34 (91) 748 0760;;10;3;Swift Global Logistics is 100% Swiftair, 2 seperate company.  Have contract with LAB;ES B-85074870;;3
490;490;2136405026;3;Germany;;;Flugplatz Altenburg-Nobitz;;;;;;;;;;3
489;489;2136405025;2;USA;Hanger # 5;Baltimore;Calif.Microwave Syst. 701Wilson Point Road;MD 21220;;;;4;;;;;3
488;488;2136405024;3;;;CA;;94501;;1510-263-1618;;;;;;;3
487;487;2136405023;3;USA;Belcamp;;Calif. Microwave. Sys. 1362 Brass Mill Road.;MD 21017;;410-272-2228;;;;;;;3
486;486;2136405022;1;Germany;Mönchengladbach;;Flughafenstrasse 31;D-41066;;;;;;Same company as RAS Rheinland Air SerVice,;DE 177 799 890;;3
485;485;2136405021;3;USA;;;;;;425-823-8577;;;;Office in Tunisia and France;;;3
484;484;2136405020;3;;Phoenix;AZ;;85040;;602-243-0757;;;;;;;3
483;483;2136405019;10;Singapore;;;;;;65-6380-640;;;4;;;;3
481;481;2136405013;3;;New York;;;11767;;631 724 8919;;;;Small CRJ Lot;;;3
480;480;2136405012;2;Germany;;;;;;49-68-93-83-360;;;17;DHC8, DO328, EMB145;;;3
479;479;2136405011;3;USA;Portsmouth;NH;Pease Intl Tradeport 68, New hampshire Ave.;NH 03 801;;;;;;1x N.C (Voire 86) Doc Problem;;;3
478;478;2136405010;3;;;IL;;62025;;1618-692-1235;;;;;;;3
477;477;2136405009;3;USA;;FL;;;;954-970-9919;;;;;;;3
476;476;2136405008;12;INDIA;New Delhi;;3rd Floor, Dr Gopaldas Bhawan  28, Barakhamba Road - Connaught Place;110 001;;+91-11-2565-4475;;6;3;Dangerous - Bad payer.New name JetLite, the low cost carrier of Jet Airways.;;;3
475;475;2136405007;2;CHINA;Shenyang;;Taoxian Airport;;;862489392841;;;;;;;3
474;474;2136405006;3;;;;;;;352-527-1093;;;;;;;3
473;473;2136405005;5;France;ST NOM LA BRETECHE;BP 99;4, rue de la Procession;78860;01 30 80 45 00;01 30 80 43 40;;;;;;;3
472;472;2136405004;3;USA;;;;;;818-898-2200;;;;;;;3
471;471;2136405003;8;Netherlands;;;;;;;;7;3;;;;3
470;470;2136405002;3;;;;;;;49-26-55-9413110;;;;;;;3
469;469;2136405001;2;TAHITI;FAAA;;BP6806;98702;;;;;14;;;;3
468;468;2136404909;1;Denmark;;;;;;45-32-514222;;5;;;;;3
467;467;2136404908;1;Morocco;;;;;;212-22-53-69-22;;;14;;;;3
466;466;2136404907;6;fr;Le Plessis Trevise;;28 av clara - bp 104;94420;;01-4576-5378;www.industria.fr;5;;;;;3
465;465;2136404906;3;;BRUCE CULBERTSON;CA;3103 EAST ENTREPRISE BREA;92621;;714-524-5520;;;;;;;3
464;464;2136404905;3;Malaysia;;;;;;03-427-02178;;;;;;;3
463;463;2136404904;3;;;WA;;98001;;253-876-1600;;;;2x N.C Grave (Voire 1165) CDG Have Problem to du custom Clearance  on Saterdy Morning -To CHK Befor;;;3
462;462;2136404903;3;;;;;;;714 376 5206;;;;;;;3
460;460;2136404901;6;Canada;St-Laurent;QUE;200 Boulevard Marcel-Laurin;H4M 2L5;;514-744-2811;;4;;;;;3
459;459;2136404900;3;USA;Hiawatha;ia;1450 boyson rd - suite C3-2;52233;319-294-4477;919-294-4465;;;;;;;3
458;458;1480;3;USA;Redmond;;;;4509269008;;;;;;;10-nov-00;3
457;457;1479;3;USA;;;;;;1 937 778 4200;;;;;;10-nov-00;3
456;456;1478;3;USA;Miami;FL;14205 SW 91 ST.;33186;;305-388-5851;;;;;;09-nov-00;3
455;455;1477;3;UK;;;;;;44-1702-466-910;;;;;;07-nov-00;3
454;454;1130461712;1;Australia;Cairns;Qld;Hangar 149, Tom McDonald Drive, Airport;4870;;740359799;;;8;;;14-oct-02;3
453;453;1584;2;France;ATHIS MONS;;Zone des Guyards - 17 rue Hélène Boucher;91200;;01 49 75 45 73;;4;;OEMSERVICES;;21-févr-01;3
452;452;1583;6;USA;BELTESVILLE;MD;11642 OLD BALTIMORE PIKE;20705;301-937-7027;1-301-902-3449/3442;;5;;;;20-févr-01;3
451;451;1582;3;USA;MARATHON, FLORIDA;;8301 OVERSEAS HWY;33050;;1-305-883-9590;;;;;;20-févr-01;3
450;450;1581;3;France;;;;;;05 62 74 51 07;;;;;;19-févr-01;3
449;449;1580;10;SINGAPORE;East Camp;;Building 139, Piccadilly, Seletar Airport;798378;65 6481 1438;65 6481 1080;;7;1;;;19-févr-01;3
448;448;1579;3;;;;;;;01 45 91 04 87;;;;;;19-févr-01;3
447;447;1578;3;USA;Eagan;MN;3225 Neil Armstrong Blvd, Suite 100;55111;;651-994-1600;;4;;Check Cape Air connection. Have purchasing contract with Jetcraft Austrlia;;19-févr-01;3
446;446;1577;1;USA;;FL;1224 industrial blvd;34101;;239-225-0101;;5;4;FR customer;;16-févr-01;3
445;445;1576;9;France;Roissy CDG;;Zone de fret 4, 2 Rue du Te BP 19657;95725;;01 48 16 18 90;;;;;;15-févr-01;3
444;444;1322;3;;;;;;;1292-;;;;;;03-nov-99;3
443;443;1321;1;USA;Centennial;CO;7236 S. Alton Way;80112;303-373-9790;303-371-4305;;5;;;;29-oct-99;3
442;442;1320;1;USA;Ronkonkoma;NY;55 Raynor Avenue;11779;631.981.7706;631.981.7700;;5;;-;;27-oct-99;3
441;441;1319;3;;;;;;;352-355-686;;;;;;25-oct-99;3
440;440;1318;3;ITALY;MILANO;;AEROPORTO MILANO LINATE;;;39-035-4203920;;;;;IT 0108 0450 164;22-oct-99;3
439;439;1317;1;USA;Independence;KS;INDEPENDENCE MUNICIPAL A/P PO Box 684;67301;-;1-620-331-7716;-;;;-;;21-oct-99;5
438;438;1048;3;Irland;;;;;;353.613.69496;;;;;;18-mars-98;3
437;437;1047;1;FRANCE;COLOMIERS;;28 Avenue Clément Ader;31770;;05 61 15 40 22;;;;Smith Indu Aerospace. Also Brokers;;11-mars-98;3
436;436;1046;6;FRANCE;RAMBOUILLET;;14 RUE GUSTAVE EIFFEL;78120;;01 34 57 15 30;;;;;;10-mars-98;3
435;435;1045;6;France;ST MARCEL;;43 rue des pres;27 950;;02.3264.7081 / 78 / 12 / 85;;4;;;FR 47 443 177 233;02-mars-98;3
434;434;1044;6;France;Bourghes;;5 Allee charles pathe;18941;02-486678-11;02-4866-78-13;;4;;;;24-févr-98;3
433;433;1043;12;ITALY;OLBIA;;AEROPORTO OLBIA COSTA SMERALDA;07026;;39.789.645017;;;;;IT 01580380903;23-févr-98;3
432;432;1042;1;FRANCE;EYSINES;;96 rue de Montalieu;33320;;05.5628.6170;;4;;;;23-févr-98;3
431;431;1041;3;USA;DURANT;OK;;74701;;580-9200535;;;;;;17-févr-98;3
430;430;1040;3;USA;NASHVILLE;TN;10 AIRWAYS BLVD;37217;;0800-3270446;;;;;;17-févr-98;3
429;429;1039;3;UK;;;;DE74 2SA;;44.1332.853.750;;;;;;16-févr-98;3
428;428;1038;3;USA;MIAMI;FL;6905 N.W. 25TH STREET;33122;;;;;;;;13-févr-98;3
427;427;1037;6;USA;NEW YORK;NY;200 VARICK ST.;10014;;212.366.0200;;;;;;11-févr-98;3
426;426;1036;3;The Netherlands;HOOFDDORP;;KRUISWEG 705;2132;;31-2065-52223;;;;;;06-févr-98;3
425;425;1035;3;FRANCE;St Malo;;3, rue de la janaie, ZA Yves Burgot;35400;;02 99 19 89 89;;4;6;MBP Trading;FR71409403102;06-févr-98;3
424;424;1034;4;UK;Fordingbridge;Hants;the fairgate centre, burgate;SP6 1LX;44 1425 652 001;44.1425.6522.00;;5;;office in SA;GB 542 064 372;06-févr-98;3
423;423;1033;6;France;Chatellerault Cedex;;Rue Marcel Dassault  B.P. 140;86101;;05.4902 1187 / 10-56;;4;;1x N.C (Voire 83) Trans Problem SERNAM;65612039495;06-févr-98;3
422;422;1032;6;UK;Basingstoke;;Edison Rd;RG21 6QD;44-1256-722-201;44 1256 722 200;;4;;;;05-févr-98;3
421;421;1031;10;NETHERLANDS;hoogerheide;;Aviolandalaan 31,;4631 RP;;31-164-618-603  /  31.20.605.4;;;;BAX Customer account: 72A;;04-févr-98;3
420;420;980;3;Saudia Arebia;;;;;;966-1-465-0989;;;;;;05-janv-97;3
419;419;979;3;Kenya;Nairobi;;Wilson Airport, P.O.Box 30357;;;254-2-501601;;;7;;;20-déc-96;3
418;418;978;3;Germany;;;;;;49-6732-960227;;;;;;12-déc-96;3
416;416;973;12;KENYA;Nairobi;;PO Box 76623 - JKIA - Unit 3;;;254-2-602841/2;;;;;;;3
415;415;957;3;Peru;;;;;;51.14.478.900;;;;;;;3
414;414;954;2;New Caledonia;;;;;;687.28.3333;;7;7;;;;3
413;413;947;3;France;;;;;;4675.1212;;;;;;;3
412;412;940;2;Indonesia;jakarta;;;;;62.21.550.1771/5311;;;7;Also check GMF AeroAsia;;;3
411;411;937;2;Greenland;NUUK;;NUUK AIRPORT P.O.B 1012;DK-3900;;299.328.888 ext.412;;;;;;;3
410;410;934;3;Fiji;;;via G F Ingrassia, 15;;;05 6212 1525/ 05 6171-0086;;;;;;;3
409;409;932;2;Fiji;Suva;;;;;679.314.666;;;17;ceased operations;;;3
408;408;929;3;Denmark;;;;;;45.3232.0000;;;;;;;3
407;407;928;2;Cuba;;;;;;53.7.79.7524;;7;6;AVIAIMPORT Purch Agent;;;3
406;406;891;3;Korea;;;;;;82.2.699.0991;;;;;;21-mai-96;3
405;405;884;2;Cuba;;;;;;53.7.36.775;;7;;;;;3
404;404;875;3;Canada;;;;;;204.783.2333;;;;;;;3
403;403;873;3;Taiwan;;;;;;886.2.745.6760;;;;;;;3
402;402;872;2;China;;;;;;86.29.426.1763/729.8000;;;;;;;3
401;401;870;3;France;;;;;;16.6171.0720;;;;;;;3
400;400;869;3;France;;;;;;4934.6854/53/97;;;;;;;3
399;399;1921741890;3;fr;collegien;;z.a.;77090;;01 6006 9650;;;;;;17-juil-02;3
398;398;1915216808;1;USA;Valencia;CA;25555 ave stanford;91355;;661-295-0670;;5;;;;29-mai-01;3
397;397;1908001361;3;Singapore;;;46 ean kiam place, off east coast rd;429131;;65-345-5335;;;;;;31-janv-02;3
396;396;294;2;Guyane;Matoury;FR;Aéroport de Cayenne Rochambeau;97351;;0594.35.03.00;;5;14;FR customer  Coface Rating X;;;3
395;395;293;2;UK;Paisley;;St Andrews Drive Glasgow Airport;PA32TG;;44.141.889.1311;www.loganair.co.uk/;;;;;;3
394;394;1331;3;USA;MIAMI;FL;4805 NW 79 AVE S # 17;33166;;305-593-5830;;;;ISLENA Airlines / Katz Aviation 305-871-7651, 2892;;07-janv-00;3
393;393;1330;3;USA;miami;fl;12223 SW 132nd Court;33186-6480;;305-254-8500;;;;;;05-janv-00;3
392;392;1329;3;USA;boca raton;FL;645 park of commerce way;33487;;1-561-995-5820;www.volvoaeroservices.com/;;;AERO DIRECT Inc.;;03-janv-00;3
391;391;1328;12;Spain;ojos de garza telde;Canarias;Eduardo Marquina 9, las palmas de gran canaria;35216;;34 928 13 70 24;;;;;ES A384 68 559;27-déc-99;3
390;390;1327;3;UK;Herts;;the Metro centre, St alban rd;al4 9qt;;44-1727-868-293;;;;;;23-déc-99;3
389;389;1326;3;UK;Exeter;;Hangar 21, Exeter Airport, Clyst Honiton;EX5 2BA;;44-139-236-4520      ext 6949;;;;;GB 525 099 439;30-nov-99;3
388;388;1325;5;Ireland;Petersfield, Hampshire;;84 Station Rd., Ramshill;GU31 4AH;;44-173-026-8641;;;;Ask Certified Copy or Original Cert With Evry Order -;;15-nov-99;3
387;387;1324;5;USA;HOUSTON;TX;1105-M UPLAND Dr.;77043;;713-467-0024;;;;;;12-nov-99;3
386;386;1323;10;The Netherlands;Maastricht;;Horsterweg 19, Maastricht Airport;6199 AC;;31-43-358-7926;;5;17;;NL 006 704 736B07;08-nov-99;3
385;385;582;12;Greece;;;;;;30.81.330.074/75/533;;;;;;16-juin-96;3
384;384;575;2;Sweden;;;;;;46-8-59365203;;;3;under Braathens Group;;;3
383;383;574;2;Sweden;;;;;;46.13.37.5500;;7;3;;;;3
382;382;572;2;Sweden;;;;;;46.8.797.0000;;;;;;;3
381;381;571;3;Sweden;;;;;;46.32.320000;;;;;;;3
380;380;568;3;Sweden;;;;;;46.8.687.0190;;;;;;;3
379;379;567;2;Sweden;;;;;;46.40.502.900;;;3;under Braathens Aviation group;;;3
378;378;565;3;Sweden;;;;;;46.495.120.25;;;;;;;3
377;377;563;2;Sweden;ÄNGELHOLM;;Valhall Park Building 234;SE-262 74;;46.510.68.000;;4;7;;SE556228636801;;3
376;376;558;3;Sweden;;;;;;46.680.33000;;;;;46-68012922;;3
375;375;555;2;Philippines;Pasay City;;R-1 Hangar APC Gate 1 Andrews Av, Nichols;1300;;63.2.818.0111;www.philippineair.com;7;;B737 spares. See also Pal Express;;;3
374;374;551;2;Laos;Vientiane;;Wattay International Airport;;;856.21.512001/04;;4;7;;;;3
373;373;2136404967;2;France;Loudes;;Aeroport Le Puy en Velay, F-43320 Loudes;43320;;;;;14;;;;3
372;372;2136404966;3;USA;Miami;FL;6464 NE 4th Court;33138;305 759 0637;305 759 0670;;9;;;;;3
371;371;2136404965;2;Kuwait;Safat;;Po Box 528;13006;;;;;7;;;;3
370;370;2136404964;3;Singapore;;;;;;65-67489577;;;;;;;3
369;369;2136404963;2;Morocco;Casablanca;;41,Avenue des F.A.R, BP12518;20050;;;;5;6;;;;3
368;368;2136404962;6;France;Toulouse;;"Avionics & Simulators Products
Building M65 - Station TIT UM 654";31060;;05-6193-6777;;;7;;;;3
367;367;2136404961;2;Germany;;;;;;;;7;7;;;;3
366;366;2136404960;3;Spain;Madrid;;Avd Europa 8   Coslada;28820;;34 91 660 2400;;;;;;;3
365;365;2136404959;3;Portugal;Lisboa;;Marechal Gomes da Costa 27 A/B - Armazèm - A;1800;;;;;;;;;3
363;363;2136404957;3;SINGAPORE;;;;;;65-67387754;;;;;;;3
362;362;2136404956;3;;;WA;;98001;;253-939-8600;;;;;;;3
361;361;2136404955;3;;;;;;;49-26-3296-430;;;;;;;3
360;360;2136404954;3;;Hamburg;;;22312;;4311;;;7;;;;3
359;359;2136404952;6;United Kingdom;Greenford;Middlesex;417 Bridport Road;UB6 8UE;44 20 8813 4351;44 20 8813 4444;;;;;;;3
358;358;2136404951;3;;St James;NY;195 2nd Street;11780;1 631 584 6507;1 631-584-6500;;;;;;;3
357;357;2136404950;3;USA;Miami,;FL;2450 N.W. 110 Ave  Bay # 2;33172;;305-594-7444;;;;;;;3
356;356;2136404949;2;Spain;Gran Canaria;;Aeropuerto de Gran Canaria, Hangar Islas A/W;;;34 (928) 579762;;5;14;"Send good with invoice and no proforma invoice. Do not use DHL  on AOG's
UK cust";ESA38648770;;3
355;355;2136404948;3;;;;;;;305-888-2227;;;;;;;3
354;354;2136404947;7;The Netherlands;;;P.O. Box 206 - 6190 AE Beek 13 Horsterweg;6199 AC;;31 43 366 45 28;;4;17;;NL 008 349 356B01;;3
353;353;2136404946;12;Italy;CARINI;PA;Via Nazionale, 345;90040;;39-091-867-4146;;;;ATR72 in Jun 03, went bankrupt;VAT: IT04780480820;;3
352;352;2136404945;3;;;CA;;90232;;310-836-9220;;;;;;;3
351;351;2136404944;3;Germany;;;;;;49-2955-748-730;;;;;;;3
350;350;2136404943;2;USA;Pittsburg;PA;;15205;;412-747-1400;;;7;;;;3
349;349;2136404942;3;;Nashville;;;37217;;615-399-6140;;;;;;;3
348;348;2136404940;3;;;;;;;386-785-0747;;;;;;;3
347;347;2136404939;3;England;Inverness;;Sutherland House Inverness Airport;IV2 7JB;;44 1667 462 938;;;;;GB 849 735 083;;3
346;346;2136404938;1;U.K;Essex;;taylors end rd,Stansted airport;cm24 1rb;;44-1279-680030;;7;;;;;3
345;345;2136404992;6;USA;Scottsdale;AZ;PO box 13570;85267-3570;480-998-1435;480-991-0942;;;;ASK batch No on parts Box & Cert;;;3
344;344;2136404991;2;Portugal;;;;;;;;7;7;;;;3
342;342;2136404989;1;SPAIN;PALMA DE MALLORCA;;ACM SERVICE, SL, CARDENAL ROSSEL 182;07007;;;;;;;;;3
340;340;2136404987;6;Germany;Lorch;;Barbarossastr. 8;73547;;;;;;;;;3
339;339;2136404986;3;USA;Agoura Hills;;;91301;;1818-735-8821;;;;;;;3
338;338;2136404985;3;;WALNUT;;;91789;;;;;;;;;3
337;337;2136404984;6;Canada;montreal;quebec;5595 royalmount ave,;H4P 1J9;;514-735-1536;;;;;;;3
336;336;2136404983;1;USA;HIALEAH;FL;1495 S.E 10 TH AVENUE;FL 33010;;305-887-6912;;5;4;-;;;3
335;335;2136404982;2;Italy;;;;;;0039 045 860 1248;;;;;;;3
334;334;2136404981;6;;;;;;;631-563-6400;;4;;;;;3
333;333;2136404980;1;Brazil;;;;;;55-313-492-6446;;7;7;;;;3
332;332;2136404979;3;;;;;;;;;;;;;;3
331;331;2136404978;3;;;;;;;44-1268-570-114;;;;;;;3
330;330;2136404977;1;USA;Anniston;AL;1 Cliff Garrett drive;36202-1110;;256-835-4265;;;;To Confirm BAX Delivery Address  FR not UK with Evry Rep;;;3
329;329;2136404976;12;Italy;;;;;;;;7;;;;;3
328;328;2136404975;10;USA;Myrtle Beach;SC;3301 Mustang Street;29577;;;;7;3;JV with Indaer Colombia;;;3
327;327;2136404974;3;France;Evry Cedex;;ZI Petit Montagne Sud, 6 rue du Velay;91047;;01 69 11 54 90;;;;;;;3
326;326;2136404973;3;USA;;AZ;;;;480-945-2773;;;;;;;3
325;325;2136404972;1;;trelivan;;les champs hues;22100;;02-9639-5728;;;;;;;3
324;324;2136404971;6;USA;Chatsworth;CA;21111 Plummer Street;91311;818.709.0426;818.341.4610;;5;;;;;3
323;323;2136404970;3;;les ulis;;8 Ave de l'atlantique, ZA courtaboeuf;91944;;01-60929075;;;;;;;3
322;322;2136404969;2;Egypt;;;;;;;;;7;;;;3
321;321;2136404968;4;;;;;;;61-7-5571-6700;;;;;;;3
320;320;2136404937;2;Senegal;;;;;;;;7;14;;;;3
319;319;2136404936;2;BR;Belo Horizonte;Minas Gerais;;;;55-31-91736898;;7;3;;;;3
318;318;2136404935;2;Kiribati;Tarawa;;;;;;Airkiribati.admin@tskl.net.ki;7;3;;;;3
317;317;2136404934;2;Ireland;Co. Dublin;;Unit 5A Feltrim Business Park, Feltrim Road, Swords;;;353-1-8121922;;10;3;Air Contractors  part of the Imperial Group & Safair South Africa. Same group ACL of BAC Av;IE 658 784 9U;;5
316;316;2136404933;3;;;;;;;817-460-7842;;;;;;;3
315;315;2136404932;9;France;Colomiers Cedex;;40-42 Avenue Jean-Monnet;31771;;056274-2234;;;;;;;3
314;314;2136404931;3;;;;;;;;;;;;;;3
313;313;2136404930;3;USA;;;;33015;;1305-820-0414;;;;;;;3
312;312;2136404929;3;;MIAMI;;;;;305-234-8966;;;;;;;3
311;311;2136404928;2;Finland;;;;;;09-6151-2850;;;17;;;;3
310;310;2136404927;2;USA;Maiden;NC;3524 Airport Road;28650;828-465-0318;828-464-8741;;4;8;;Federal ID 56-1355585;;3
309;309;2136404925;3;;;;;;;561-278-6477;;;;;;;3
308;308;2136404924;1;USA;Miami;;;33172;;305-715-7099;;;;;;;3
307;307;2136404923;6;USA;Wichita;KS;7227 W. Harry;67209;;1 316 943 9300;;4;;;;;3
306;306;2136404921;3;;;NC;;;;336-346-1164;;;;;;;3
305;305;2136404920;3;;Houston;Texas;;77014;;281-537-2505;;;;;;;3
304;304;2136404919;4;;;CA;;91361;;805-446-2700;;;;;;;3
303;303;2136404918;2;United Kingdom;Glasgow Airport;Paisley;C/O EXECAIR Business Aviation Center;PA3 2RY;;44-1667-462938;;4;3;ATR72 now operated be Air Atlantique - UK;;;3
302;302;2136404917;3;;;;;;;353-86-82-99570;;;;;;;3
301;301;2136404916;3;;;;;;;815-637-3000;http://www.eurotherm.com/;;;;;;3
300;300;2136404914;3;France;;CA;;91504;;323-849-2141;;;;Under Air Parts Int'l Sales;;;3
299;299;2136404913;3;HONG KONG;;;;;;852 2774 2086;;;;;;;3
298;298;2136404912;2;SINGAPORE;SINGAPORE;;A/L HOUSE #8-A, 25 AIRLINE RD.;819829;;;;;7;;;;3
297;297;2136404911;12;UK;Swansea;;Swansea Airport;SA2 7JU;;44-1792-206250;;6;3;stopped using ATR;GB742 082844;;3
296;296;2136404910;2;USA;ST. PAUL;;;;;612-726-0696;;7;7;;;;3
295;295;2136405000;1;;Miami;;;;;305-463-0455;;;;;;;3
294;294;2136404999;3;Singapore;Singapore;Singapore;11, Tampines Street 92;528872;;6567876251;;;;;;;3
293;293;2136404997;6;USA;Seattle;WA;3400 Wallingford Avenue North;98103-9095;206.695.8285;206.695.8112;kruse@avtcorp.com;4;;;;;3
292;292;2136404996;1;USA;Milwaukee;WI;8065 W. Fairlane Ave.;53223;;414-355-3066;;;;;;;3
291;291;2136404995;3;;Tulsa;Oklahoma;6501 East Apache Street;74115;;;;;;;;;3
290;290;2136404994;3;;;;Airparts Co;;;954-739-3575;;;;;;;3
289;289;2136404993;3;Canada;MONTREAL;QUEBEC;1134 STE - CATHERINE STREET W. SUITE 410;H3B 1H4;;1-514- 874-1525;;;;;;;3
288;288;30;2;Ethiopia;Addis Ababa,;;Bole Airport, P.O. Box 1755;;;251.1.81 408;;7;3;;;;3
287;287;28;2;Italy;;;;;;;;;;;;;3
286;286;27;2;SPAIN;APARTADO DE CORREOS 42;LAS PALMAS;"MANTENIMIENTO E INGENIERIA AERONAUTICA DEL ATLANTICO SUR, S.L.
AEROPUERTO DE GRAN CANARIA";35230;;34-928-579655;;12;6;;ES B35980937;;3
285;285;26;2;Spain;Madrid;;c/ Pez Volador n÷5;28007;;;;7;;;;;3
284;284;24;2;Indonesia;;;;;;62.21.655289;;;;http://www.bouraq.com;;;3
283;283;21;2;GERMANY;DORTMUND;;FLUGPLATZ 21;44319;;49-231-9245 7274/73;;4;3;Calls air Contractors in AOG. phasing out our Baes;DE 133 500 868;;3
282;282;20;2;China;;;;;;;;;;;;;3
281;281;17;2;Taiwan;Sung-Shan Airport, Taipei;;Maint' Eng Division, # 340 Dun-Hua North Rd;105;;886.2.8770-2765;;10;7;Outright price only - not interested in ex-change;;;3
280;280;16;2;Botswana;Gaborone;SK4;Maint.facility, Sir Seretse Khama airport;Privatebag;;267.352.812 ext 511;;4;6;;;;3
279;279;15;1;ITALY;Pomigliaru d'Arco;;Viale Impero;80038;;39.11.9913.193/4;;7;3;;;;3
278;278;14;3;Spain;;;;;;34.1.305.5068/523.21.59;;;;;;;3
277;277;11;2;The Netherlands;WS Hoofddorp;;Parellaan 9;2132;;;;;7;USE  NedAero Components B.V.;NL002724340B01;;2
276;276;1;1;France;Bat 1 Cellule 13;;14 rue de la belle borne,bat sogaris;93290;;05 56 55 44 13;;4;;;;;3
275;275;-22360878;3;USA;Chicago;IL;POB 661008;60666-1008;;847-233-5894;;;;-;;19-sept-02;3
274;274;-23587394;3;;;;;;;818-576-1536;;;;;;17-mai-02;3
273;273;-25327608;1;USA;Miami;FL;9371 N.W 100 St.;33178;;305-887-4027;;;4;Doc Problems Ask Cert prior Shippment;;11-déc-02;3
272;272;-39979338;3;France;Dinard Cedex;;Aéro. de Dinard - Pleurtuit St Malo - B.P 90154;35801;;02-9982-9964;;;;use LAB-TAT;FR 53 328 905 997;27-août-01;3
271;271;-40209767;3;;;;;;;714-693-2405;;;;;;02-mai-02;3
270;270;-65086798;1;USA;little ferry;nj;14 riser rd;07643;;201 440 1990;;5;;;;25-juil-01;3
269;269;-75816098;6;Canada;Toronto;ONTARIO;123 Garratt Blvd.;M3K 1Y5;416-375-3334;416-375-3704;;;;our customer NO is 25312;;21-nov-02;2
268;268;-84774457;3;France;;;;;;04-6894-9951;;;;;;29-juil-02;3
267;267;-96721167;6;;;;;;;805-584-4100;;;;"www.wkr.com
User Name:  zavissar
Password:  belairex0";;27-nov-02;3
266;266;-97758462;3;;;;;;;305-824-0031;;;;;;01-mai-01;3
265;265;-100344942;3;USA;Miami;FL;12180 s.w 128th St.;33186;;305-234-2333;;;;ON PO 030418A CN 800 $ CVR U/S;;25-nov-02;3
264;264;-104025540;4;UK;Chichester, W. Sussex;;Unit 2C, Eastmead Ind. Estate Lavant;PO18 0DB;;;;;;;;20-nov-01;3
263;263;-106664311;3;UK;east sussex;;;;;44-1273-813-131;;;;;;21-août-01;3
