Part Number,,Cond,Qty In Stock,UM,Description,,W/H,Serial No.,,Reserved Qty,,,
5906734,,AR,1,EA,"TRANSFORMER-CURRENT,3 HOLE FOR A320 / A321",,Airbus,9231,,0,,,
5906734,,AR,1,EA,"TRANSFORMER-CURRENT,3 HOLE FOR A320 / A321",,Airbus,9227,,0,,,
5906734,,AR,1,EA,"TRANSFORMER-CURRENT,3 HOLE FOR A320 / A321",,Airbus,9225,,0,,,
5906734,,AR,1,EA,"TRANSFORMER-CURRENT,3 HOLE FOR A320 / A321",,Airbus,9224,,0,,,
5906734,,AR,1,EA,"TRANSFORMER-CURRENT,3 HOLE FOR A320 / A321",,Airbus,9228,,0,,,
590SE01,,AR,1,EA,BASE CONTACTOR,,Airbus,1456,,0,,,
590SE01,,AR,1,EA,BASE CONTACTOR,,Airbus,1455,,0,,,
5XA005032-01,,AR,1,EA,CONTROLLER LIGHTING,,Airbus,1243,,0,,,
600SE01,,AR,1,EA,BASE-SNGL POLE CONTACTOR,,Airbus,7095,,0,,,
600SE01,,AR,1,EA,BASE-SNGL POLE CONTACTOR,,Airbus,7006,,0,,,
600SE01,,AR,1,EA,BASE-SNGL POLE CONTACTOR,,Airbus,3572,,0,,,
600SE01,,AR,1,EA,BASE-SNGL POLE CONTACTOR,,Airbus,3133,,0,,,
114083003,,SV,1,EA,VENT VALVE,,Airbus,DH-0194-03,,0,,,
60592-101,,AR,1,EA,RESERVOIR,,Airbus,A8653,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,KJKN,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,V1HV,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,3JN0W,,0,,,
114086001,,SV,1,EA,VALVE-CUT OUT,,Airbus,DH-0138-03,,0,,,
114087005,,OH,1,EA,DOOR BYPASS VALVE,,Airbus,DH-0152-02,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,12001497,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,105001602,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,CH4P,,0,,,
114170008,,SV,1,EA,MLG SELCT VLV MANFLD,,Airbus,DH-0101-03,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,9910001272,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,VPWC,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,V93K,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,105001689,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,9903000030,,0,,,
1151324-1,,SV,1,EA,ELT-RESCUE 406 BEACO,,Airbus,077C-1135,,0,,,
610870-0004,,AR,1,EA,TAPPING UNIT,,Airbus,VJNK,,0,,,
1152464-265,,SV,1,EA,"APU START POWER UNIT,CONTROL",,Boeing,1152464-01636,,0,,,
610SE01,,AR,1,EA,BASE CONTACTOR,,Airbus,4323,,0,,,
610SE01,,AR,1,EA,BASE CONTACTOR,,Airbus,4326,,0,,,
610SE01,,AR,1,EA,BASE CONTACTOR,,Airbus,4318,,0,,,
610SE01,,AR,1,EA,BASE CONTACTOR,,Airbus,3765,,0,,,
1158000-21,,SV,1,EA,VALVE REFUEL,,Airbus,FR389BA,,0,,,
1158000-21,,SV,1,EA,VALVE REFUEL,,Airbus,FRTR.161/AS,,0,,,
6-1404-0000-4,,AR,1,EA,HYDRAULIC HAND PUMP,,Airbus,2.0392,,0,,,
6-1404-0000-4,,AR,1,EA,HYDRAULIC HAND PUMP,,Airbus,3.0026,,0,,,
6-1404-0102-4,,AR,1,EA,HANDLE-HYDRAULIC PUMP,,Airbus,98.0194,,0,,,
620SE01Y1,,AR,1,EA,BASE CONTACTOR,,Airbus,12639,,0,,,
622-5130-020,,AR,1,EA,WEATHER RADAR CONTROL PANEL,,Airbus,2650,,0,,,
622-5222-020,,AR,1,EA,RECEIVER - ADF,,Airbus,5854,,0,,,
622-5222-020,,AR,1,EA,RECEIVER - ADF,,Airbus,3984,,0,,,
622-5272-020,,AR,1,EA,HF TRANSCEIVER,,Airbus,6518,,0,,,
622-5272-020,,AR,1,EA,HF TRANSCEIVER,,Airbus,6525,,0,,,
622-7878-301,,AR,1,EA,ATC TRANSPONDER,,Airbus,9187,,0,,,
622-7878-301,,AR,1,EA,ATC TRANSPONDER,,Airbus,9265,,0,,,
622-8971-322,,AR,1,EA,TCAS,,Airbus,N / A,,0,,,
62364-101,,AR,1,EA,"SLIDE COVER, DECORATIVE",,Airbus,C0360,,0,,,
115A5240-1,,OH,1,EA,HOUSING ASSY,,Boeing,200098497-01,,0,,,
115A5280-1,,OH,4,EA,CAP FUSE PIN RENTENTION,,Boeing,N / A,,0,,,
115A5283-1,,OH,1,EA,NUT,,Boeing,N / A,,0,,,
115A5283-1,,OH,1,EA,NUT,,Boeing,N / A,,0,,,
115A5284-1,,OH,2,EA,ROD,,Boeing,N / A,,0,,,
62364-301,,AR,1,EA,"SLIDE COVER, DECORATIVE",,Airbus,A-6038,,0,,,
62364-301,,AR,1,EA,"SLIDE COVER, DECORATIVE",,Airbus,A-5071,,0,,,
62364-301,,AR,1,EA,"SLIDE COVER, DECORATIVE",,Airbus,A-5073,,0,,,
62369-101,,AR,1,EA,"SLIDE COVER, DECORATIVE",,Airbus,C0189,,0,,,
62369-301,,AR,1,EA,"SLIDE COVER, DECORATIVE",,Airbus,A-5116,,0,,,
630CC01Y1,,AR,1,EA,CONTACTOR SINGLE POLE,,Airbus,6705,,0,,,
630CC01Y1,,AR,1,EA,CONTACTOR SINGLE POLE,,Airbus,6773,,0,,,
630CC01Y1,,AR,1,EA,CONTACTOR SINGLE POLE,,Airbus,6781,,0,,,
630CC01Y1,,AR,1,EA,CONTACTOR SINGLE POLE,,Airbus,5228,,0,,,
630CC04A1Y00,,AR,1,EA,CONTACTOR,,Airbus,4269,,0,,,
630CC04A1Y00,,AR,1,EA,CONTACTOR,,Airbus,4271,,0,,,
630CC04A2Y00,,AR,1,EA,CONTACTOR - SINGLE POLE,,Airbus,4292,,0,,,
630CC04A2Y00,,AR,1,EA,CONTACTOR - SINGLE POLE,,Airbus,36060,,0,,,
6343-16917-2,,AR,1,EA,GEARBOX AND MOTOR ASSY,,Airbus,9535653,,0,,,
640CC01Y1,,AR,1,EA,CONTACTOR- SINGLE POLE,,Airbus,8527,,0,,,
640CC01Y1,,AR,1,EA,CONTACTOR- SINGLE POLE,,Airbus,8268,,0,,,
640CC01Y1,,AR,1,EA,CONTACTOR- SINGLE POLE,,Airbus,4358,,0,,,
640CC01Y1,,AR,1,EA,CONTACTOR- SINGLE POLE,,Airbus,4355,,0,,,
640CC01Y1,,AR,1,EA,CONTACTOR- SINGLE POLE,,Airbus,4301,,0,,,
640CC01Y1,,AR,1,EA,CONTACTOR- SINGLE POLE,,Airbus,4319,,0,,,
640CC01Y1,,AR,1,EA,CONTACTOR- SINGLE POLE,,Airbus,4318,,0,,,
640CC01Y1,,AR,1,EA,CONTACTOR- SINGLE POLE,,Airbus,4317,,0,,,
640CC04A2Y00,,AR,1,EA,CONTACTOR-SINGLE POLE,,Airbus,4248,,0,,,
640CC04A2Y00,,AR,1,EA,CONTACTOR-SINGLE POLE,,Airbus,4249,,0,,,
64300-210,,AR,1,EA,BOOM SET,,Airbus,NSN,,0,,,
64300-210,,AR,1,EA,BOOM SET,,Airbus,N/A,,0,,,
64300-210,,AR,1,EA,BOOM SET,,Airbus,N/A,,0,,,
64882-206-1,,AR,1,EA,INDICATOR-BRAKE PRESSURE,,Airbus,5126,,0,,,
655CC01Y1,,AR,1,EA,CONTACTOR - SINGLE POLE,,Airbus,1255,,0,,,
655CC01Y1,,AR,1,EA,CONTACTOR - SINGLE POLE,,Airbus,1251,,0,,,
664700500A4D,,AR,1,EA,LANDING GEAR CONTROL,,Airbus,2876,,0,,,
664700500A4D,,AR,1,EA,LANDING GEAR CONTROL,,Airbus,749,,0,,,
6730B01,,AR,1,EA,FAN AIR VALVE,,Airbus,1752,,0,,,
6730B01,,AR,1,EA,FAN AIR VALVE,,Airbus,1272,,0,,,
6730B01,,AR,1,EA,FAN AIR VALVE,,Airbus,1271,,0,,,
6740E010000,,AR,1,EA,OVERPRESSURE VALVE,,Airbus,2507,,0,,,
6989405300,,AR,1,EA,WINDSHIELD WIPER,,Airbus,4357619,,0,,,
6989405400,,AR,1,EA,WINDSHIELD WIPER,,Airbus,4357626,,0,,,
6A7447,,AR,1,EA,"HARNESS,ASSY EEC FAN",,Airbus,267,,0,,,
700-2146-001,,AR,1,EA,BOX - JUNCTION,,Airbus,220,,0,,,
7012-17971-3,,AR,1,EA,"VALVE, OUTFLOW",,Airbus,2087,,0,,,
70200,,AR,1,EA,VALVE 2-2 WAY MAN. BLEED,,Airbus,8055,,0,,,
70200,,AR,1,EA,VALVE 2-2 WAY MAN. BLEED,,Airbus,25194,,0,,,
70200,,AR,1,EA,VALVE 2-2 WAY MAN. BLEED,,Airbus,8086,,0,,,
70400,,AR,1,EA,AIR RELIEF VALVE,,Airbus,5738,,0,,,
70400,,AR,1,EA,AIR RELIEF VALVE,,Airbus,3470,,0,,,
70400,,AR,1,EA,AIR RELIEF VALVE,,Airbus,1785,,0,,,
70400,,AR,1,EA,AIR RELIEF VALVE,,Airbus,3249,,0,,,
70400,,AR,1,EA,AIR RELIEF VALVE,,Airbus,1783,,0,,,
70400,,AR,1,EA,AIR RELIEF VALVE,,Airbus,1741,,0,,,
70400,,AR,1,EA,AIR RELIEF VALVE,,Airbus,15238,,0,,,
1973773,,AR,1,EA,FIRE DETECTION UNIT,,Airbus,7919,,0,,,
1973773,,AR,1,EA,FIRE DETECTION UNIT,,Airbus,7927,,0,,,
1973773,,AR,1,EA,FIRE DETECTION UNIT,,Airbus,7229,,0,,,
1973773,,AR,1,EA,FIRE DETECTION UNIT,,Airbus,8271,,0,,,
733A0000-01,,AR,1,EA,VALVE,,Airbus,N/A,,0,,,
736A0000-02,,AR,1,EA,DUCT TEMP SENSOR,,Airbus,8133,,0,,,
736A0000-02,,AR,1,EA,DUCT TEMP SENSOR,,Airbus,3676,,0,,,
740-0235-543,,AR,1,EA,CASCADE,,Airbus,N/A,,0,,,
740120C,,AR,1,EA,GENERATOR CONTROL UNIT,,Airbus,4148,,0,,,
740120C,,AR,1,EA,GENERATOR CONTROL UNIT,,Airbus,4893,,0,,,
740120C,,AR,1,EA,GENERATOR CONTROL UNIT,,Airbus,4873,,0,,,
740120C,,AR,1,EA,GENERATOR CONTROL UNIT,,Airbus,4157,,0,,,
740120C,,AR,1,EA,GENERATOR CONTROL UNIT,,Airbus,4149,,0,,,
74-20,,AR,1,EA,FIRE EXT PORTABLE,,Airbus,B23694,,0,,,
74-20,,AR,1,EA,FIRE EXT PORTABLE,,Airbus,16953,,0,,,
74-20,,AR,1,EA,FIRE EXT PORTABLE,,Airbus,B23534,,0,,,
74-20,,AR,1,EA,FIRE EXT PORTABLE,,Airbus,16449,,0,,,
746923E,,AR,1,EA,ELECT GEN INTERFACE,,Airbus,862,,0,,,
746923E,,AR,1,EA,ELECT GEN INTERFACE,,Airbus,316,,0,,,
746923E,,AR,1,EA,ELECT GEN INTERFACE,,Airbus,3653,,0,,,
747A0000-03,,AR,1,EA,WATER EXTRACTOR,,Airbus,1292,,0,,,
747A0000-03,,AR,1,EA,WATER EXTRACTOR,,Airbus,4281,,0,,,
747A0000-03,,AR,1,EA,WATER EXTRACTOR,,Airbus,4283,,0,,,
747C0000-01,,AR,1,EA,EXTRACTOR - WATER,,Airbus,0747C00LI001427,,0,,,
748A0000-08,,AR,1,EA,"VALVE, ANTI-ICING",,Airbus,2232,,0,,,
748A0000-08,,AR,1,EA,"VALVE, ANTI-ICING",,Airbus,2231,,0,,,
748A0000-08,,AR,1,EA,"VALVE, ANTI-ICING",,Airbus,0748A00LI004456,,0,,,
748B0000-01,,AR,1,EA,VALVE-ANTI ICING,,Airbus,1369,,0,,,
748B0000-01,,AR,1,EA,VALVE-ANTI ICING,,Airbus,1261,,0,,,
750A0000-02,,AR,1,EA,VALVE-TRIM AIR,,Airbus,1889,,0,,,
756A0000-04,,AR,1,EA,CONDENSER,,Airbus,1540,,0,,,
758A0000-02,,AR,1,EA,VALVE BYPASS,,Airbus,1721,,0,,,
758A0000-02,,AR,1,EA,VALVE BYPASS,,Airbus,1451,,0,,,
759C0000-02,,AR,1,EA,PACK CONTROLLER,,Airbus,2139,,0,,,
762308B,,AR,1,EA,RAT-RAM AIR TURBINE,,Airbus,139,,0,,,
763A0000-03,,AR,1,EA,SENSOR-TEMPERATURE,,Airbus,19577,,0,,,
763A0000-03,,AR,1,EA,SENSOR-TEMPERATURE,,Airbus,26641,,0,,,
763A0000-03,,AR,1,EA,SENSOR-TEMPERATURE,,Airbus,19586,,0,,,
763A0000-03,,AR,1,EA,SENSOR-TEMPERATURE,,Airbus,26636,,0,,,
764711A,,AR,1,EA,RAT ACTUATOR,,Airbus,646,,0,,,
764B0000-01,,AR,1,EA,SENSOR,,Airbus,9248,,0,,,
764B0000-01,,AR,1,EA,SENSOR,,Airbus,9277,,0,,,
766A0000-01,,AR,1,EA,"SENSOR, TEMP. PNEUMATIC",,Airbus,4847,,0,,,
766A0000-01,,AR,1,EA,"SENSOR, TEMP. PNEUMATIC",,Airbus,4845,,0,,,
766A0000-01,,AR,1,EA,"SENSOR, TEMP. PNEUMATIC",,Airbus,1488,,0,,,
766A0000-01,,AR,1,EA,"SENSOR, TEMP. PNEUMATIC",,Airbus,3256,,0,,,
11-851154-6,,OH,1,EA,PRECOOLER EXCHANGER,,Airbus,3360,,0,,,
766A0000-01,,AR,1,EA,"SENSOR, TEMP. PNEUMATIC",,Airbus,1307,,0,,,
1187A6-23,,OH,1,EA,BOX-CREW OXYGEN MASK STOWAGE,,Embraer,1583,,0,,,
766A0000-01,,AR,1,EA,"SENSOR, TEMP. PNEUMATIC",,Airbus,2589,,0,,,
767A0000-04,,AR,1,EA,TEMP SENSOR,,Airbus,2492,,0,,,
767A0000-04,,AR,1,EA,TEMP SENSOR,,Airbus,4625,,0,,,
769B0000-01,,AR,1,EA,DOWN STRAEM CHK VALVE,,Airbus,0769B00LI004365,,0,,,
769B0000-01,,AR,1,EA,DOWN STRAEM CHK VALVE,,Airbus,0769B00LI005671,,0,,,
772A0000-02,,AR,1,EA,SENSOR-TEMPERTURE FOR A320,,Airbus,2336,,0,,,
773A0000-01,,AR,1,EA,TEMPERATURE SENSOR,,Airbus,13015,,0,,,
773A0000-01,,AR,1,EA,TEMPERATURE SENSOR,,Airbus,13416,,0,,,
775C0000-04,,AR,1,EA,CONTROLLER - ZONE,,Airbus,862,,0,,,
775D0000-01,,AR,1,EA,ZONE TEMP CONTROLLER,,Airbus,1582,,0,,,
775D0000-01,,AR,1,EA,ZONE TEMP CONTROLLER,,Airbus,1957,,0,,,
123268-1-1,,SV,1,EA,COLD AIR CHECK VALVE,,Boeing,9063,,0,,,
778A0200-03,,AR,1,EA,PIPE ASSY,,Airbus,4289,,0,,,
778A0200-03,,AR,1,EA,PIPE ASSY,,Airbus,3163,,0,,,
778A0200-03,,AR,1,EA,PIPE ASSY,,Airbus,2755,,0,,,
785-002-61,,AR,1,EA,BMC,,Airbus,1435,,0,,,
785-002-61,,AR,1,EA,BMC,,Airbus,1128,,0,,,
12507G-31,,SV,1,EA,HEADSET,,Embraer,N / A,,0,,,
12507G-31,,SV,1,EA,HEADSET,,Embraer,N / A,,0,,,
125329B-4,,SV,1,EA,SHAFT ASSY,,Boeing,AA96245,,0,,,
786A0000-12,,AR,1,EA,FLP/SLT PWR CONTROL UNIT,,Airbus,4256,,0,,,
786A0000-12,,AR,1,EA,FLP/SLT PWR CONTROL UNIT,,Airbus,4261,,0,,,
788A0000-02,,AR,1,EA,RIGHT ANGLE GEARBOX,,Airbus,P1136,,0,,,
788A0000-02,,AR,1,EA,RIGHT ANGLE GEARBOX,,Airbus,P1135,,0,,,
125329D,,SV,1,EA,MANUAL ACTUATOR,,Boeing,AA102817,,0,,,
788A0000-02,,AR,1,EA,RIGHT ANGLE GEARBOX,,Airbus,U2005,,0,,,
788A0000-02,,AR,1,EA,RIGHT ANGLE GEARBOX,,Airbus,Z21296,,0,,,
788A0000-02,,AR,1,EA,RIGHT ANGLE GEARBOX,,Airbus,Z21297,,0,,,
125334D-2,,SV,1,EA,VALVE BODY ASSEMBLY,,Boeing,AA198165,,0,,,
789A0000-02,,AR,1,EA,FLAP LINE GEARBOX,,Airbus,Z21304,,0,,,
789A0000-02,,AR,1,EA,FLAP LINE GEARBOX,,Airbus,Z21303,,0,,,
789A0000-02,,AR,1,EA,FLAP LINE GEARBOX,,Airbus,U2002,,0,,,
1263A0000-03,,AI,1,EA,AIR CYCLE MACHINE,,Airbus,4032,,0,,,
1263A0000-03,,AI,1,EA,AIR CYCLE MACHINE,,Airbus,4029,,0,,,
789A0000-02,,AR,1,EA,FLAP LINE GEARBOX,,Airbus,U2001,,0,,,
789A0000-02,,AR,1,EA,FLAP LINE GEARBOX,,Airbus,P1117,,0,,,
789A0000-02,,AR,1,EA,FLAP LINE GEARBOX,,Airbus,P1118,,0,,,
790A0000-02,,AR,1,EA,FLAP BEVEL GEARBOX,,Airbus,U2938,,0,,,
790A0000-02,,AR,1,EA,FLAP BEVEL GEARBOX,,Airbus,Z21961,,0,,,
12664,,SV,1,EA,RAM AIR CHECK VALVE,,Airbus,9866223,,0,,,
129694-2,,SV,1,EA,SENSOR BLEED AIR OVERTEMP,,Boeing,4328,,0,,,
1303910-100,,SV,1,EA,LCD MONITOR-RETRACTOR,,Boeing,JM3MY,,0,,,
1303910-100,,AI,1,EA,LCD MONITOR-RETRACTOR,,Boeing,L83MF,,0,,,
1303910-101,,SV,1,EA,LCD MONITOR-RETRACTOR,,Boeing,L859J,,0,,,
791C0000-01,,AR,1,EA,ACTUATOR FLAP 1,,Airbus,Z21106,,0,,,
792-6140-001,,AR,1,EA,HF COUPLER UNIT,,Airbus,10488,,0,,,
792-6140-001,,AR,1,EA,HF COUPLER UNIT,,Airbus,8193,,0,,,
792A0000-07,,AR,1,EA,FLAP ACTUATOR,,Airbus,U2122,,0,,,
792A0000-07,,AR,1,EA,FLAP ACTUATOR,,Airbus,U2123,,0,,,
140-025-2,,SV,1,EA,ANTISKID TRANSDUCER,,Boeing,304020,,0,,,
792D0000-01,,AR,1,EA,FLAP ACTUATOR #2 F/B L/H,,Airbus,Z21095,,0,,,
793C0000-01,,AR,1,EA,ACTUATOR FLAP,,Airbus,Z21091,,0,,,
793C0000-01,,AR,1,EA,ACTUATOR FLAP,,Airbus,Z21090,,0,,,
795040-31-003,,AR,1,EA,DATA MANAGEMENT UNIT,,Airbus,32,,0,,,
800A0000-03,,AR,1,EA,ACTUATOR,,Airbus,H193,,0,,,
801A0300-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,U1993,,0,,,
801A0300-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,R1098,,0,,,
801A0300-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,Z4137,,0,,,
801A0300-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,Z4138,,0,,,
801A0800-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,Z4156,,0,,,
801A0800-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,Z4153,,0,,,
801A0800-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,R1096,,0,,,
801A0800-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,U1964,,0,,,
801A0800-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,U1963,,0,,,
801A1500-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,U1970,,0,,,
801A1500-01,,AR,1,EA,FLAP TRANSMS SHAFT,,Airbus,Z4153,,0,,,
141A6105-6,,OH,1,EA,SNUBBER,,Boeing,EFS4985,,0,,,
801A2200-01,,AR,1,EA,"SHAFT ASSY, CONNECTION",,Airbus,N / A,,0,,,
801A2200-01,,AR,1,EA,"SHAFT ASSY, CONNECTION",,Airbus,N / A,,0,,,
801A2200-01,,AR,1,EA,"SHAFT ASSY, CONNECTION",,Airbus,N / A,,0,,,
801A2200-01,,AR,1,EA,"SHAFT ASSY, CONNECTION",,Airbus,N / A,,0,,,
14404-010,,SV,1,EA,VACUUM SYS CONTROLLR,,Airbus,3031677,,0,,,
801A2200-01,,AR,1,EA,"SHAFT ASSY, CONNECTION",,Airbus,N / A,,0,,,
801A2200-01,,AR,1,EA,"SHAFT ASSY, CONNECTION",,Airbus,N / A,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP1758C98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP56BC98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A371E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A360E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A315E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A399E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A317E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A370E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A915B94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A439E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A520E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A344E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A700E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A413E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A252E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A689C94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A518E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A443E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A147D94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A49E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A368E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A257E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A346E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A464E94,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP258098,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP201B098,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,EX3563FP,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP537BC98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP6748H98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP1203798,,0,,,
1500-0500-002,,SV,1,EA,HGS CONTROL PANEL,,Boeing,22797,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP536BC98,,0,,,
1500-2360-001,,SV,1,EA,OVERHEAD UNIT,,Boeing,21326,,0,,,
1500-2360-001,,SV,1,EA,OVERHEAD UNIT,,Boeing,26330,,0,,,
1500-2430-001,,SV,1,EA,ANNUNCIATOR PANEL,,Boeing,21228,,0,,,
1500-2460-003,,SV,1,EA,HGS COMPUTER,,Boeing,24610,,0,,,
1500-2460-003,,SV,1,EA,HGS COMPUTER,,Boeing,26920,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP191BD98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP538798,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP162BC98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP665BH98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP80BD98,,0,,,
15-0810-5,,SV,1,EA,"LIGHT , FLOOD/STORM",,Embraer,1517,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP163BH98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP165BC98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP128BL98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP096BL98,,0,,,
152LMA23,,SV,1,EA,APU EGT INDICATOR,,Boeing,6107812,,0,,,
1552-002-19,,SV,1,EA,PRESSURE REGULATOR,,Boeing,R06-010375,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP829BH98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP214BL98,,0,,,
1554A9900-01,,SV,1,EA,BLUE HP MANIFOLD,,Airbus,109,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP2268C98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP678C98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP1168C98,,0,,,
15800-029-4,,OH,1,EA,TOILET ASSEMBLY,,Boeing,447,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP1198C98,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,A9C94,,0,,,
158300-101,,SV,1,EA,ACTUATOR-AUTOPILOT,,Boeing,18188,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP469AX02,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,DJ06-005,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP580AX02,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,DJ06-075,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,DK25-055,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,TP471AX02,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,DK25-093,,0,,,
801A3100-01,,AR,1,EA,"JOINT, SHAFT UNIVERSAL",,Airbus,DG26-358,,0,,,
