Part Number;Description;Category;Qty In Stock;UM;Cond
975288-3;PRIORITY VALVE   VALVE;Embraer 190;1;EA;AR
975289-3;VALVE-DUMP & THERMAL RELIEF;Embraer 190;1;EA;AR
975289-3;VALVE-DUMP & THERMAL RELIEF;Embraer 190;1;EA;AR
975289-3;VALVE-DUMP & THERMAL RELIEF;Embraer 190;1;EA;AR
975289-3;VALVE-DUMP & THERMAL RELIEF;Embraer 190;1;EA;AR
975289-3;VALVE-DUMP & THERMAL RELIEF;Embraer 190;1;EA;AR
975289-3;VALVE-DUMP & THERMAL RELIEF;Embraer 190;1;EA;AR
975301-5;FLOW LIMITER VALVE SYSTEM #3;Embraer 190;1;EA;SV
975302-1;VALVE-PUMP UNLOADER SYSTEM #3;Embraer 190;1;EA;SV
975302-1;VALVE-PUMP UNLOADER SYSTEM #3;Embraer 190;1;EA;AR
975303-3;VALVE-PRIORITY;Embraer 190;1;EA;SV
975303-3;VALVE-PRIORITY;Embraer 190;1;EA;AR
975303-3;VALVE-PRIORITY;Embraer 190;1;EA;AR
975303-3;VALVE-PRIORITY;Embraer 190;1;EA;AR
975303-3;VALVE-PRIORITY;Embraer 190;1;EA;AR
975303-3;VALVE-PRIORITY;Embraer 190;1;EA;AR
9811795;CHECK VALVE;A319;1;EA;AR
9811795;CHECK VALVE;A319;1;EA;AR
986F12-1;PRESS SERV CHK VALVE;A319;1;EA;AR
986F12-1;PRESS SERV CHK VALVE;A319;1;EA;AR
9C148-4;CARTRIDGE-AUXILIARY AC FUEL PUMP;Embraer 190;1;EA;SV
9C148-4;CARTRIDGE-AUXILIARY AC FUEL PUMP;Embraer 190;1;EA;AR
9C148-4;CARTRIDGE-AUXILIARY AC FUEL PUMP;Embraer 190;1;EA;SV
9C148-4;CARTRIDGE-AUXILIARY AC FUEL PUMP;Embraer 190;1;EA;AR
9C149-3;CANISTER-AC AUXILIARY BOOST PUMP;Embraer 190;1;EA;AR
9C149-3;CANISTER-AC AUXILIARY BOOST PUMP;Embraer 190;1;EA;AR
9C149-3;CANISTER-AC AUXILIARY BOOST PUMP;Embraer 190;1;EA;AR
9C149-3;CANISTER-AC AUXILIARY BOOST PUMP;Embraer 190;1;EA;AR
9EL410333-01;STROBE LIGHT COVER;A319;1;EA;AR
9EL410333-01;STROBE LIGHT COVER;A319;1;EA;AR
A12SA;VOICE GUN/ELEC MEG PHONE;Embraer 190;1;EA;SV
A12SA;VOICE GUN/ELEC MEG PHONE;Embraer 190;1;EA;SV
A12SA;VOICE GUN/ELEC MEG PHONE;Embraer 190;1;EA;AR
A156039-1;VALVE, SHUTOFF;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A171061-1;CARGO FLOOD LIGHT;Embraer 190;1;EA;AR
A25315-1;PARK BRKOPERT VALVE;A319;1;EA;SV
A25315-1;PARK BRKOPERT VALVE;A319;1;EA;AR
A25316-101;VALVE;A319;1;EA;SV
A25316-101;VALVE;A319;1;EA;AR
A25434006-200;VALVE - DUAL DISTRIBUTION;A321;1;EA;AR
A80986-2;VALVE BODY;A321;1;EA;AR
AA50004-4;CABIN UNIT, WALL MOUNT (GEC SENSORS);A319;1;EA;AR
ABS0309-03;SWITCH-LIMIT;A319;1;EA;AR
AC40-0217100;NET-DOOR TYPE B;A319;1;EA;AR
AC40-0217200;NET-DOOR;A320;1;EA;AR
AC40-0217400;NET, DOOR;A320;1;EA;AR
AC40-0217500;NET DIVIDER;A320;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67760;VALVE,ASSY;RB211;1;EA;AR
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;OH
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;AR
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;AR
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;AR
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;AI
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;AR
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;AR
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;AR
AC67926;HP HANDLING BLEED VALVE;B757;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC67960;HP SOLONOID VALVE;RB211;1;EA;AR
AC68A100;MDDU-M DISK DRIVE UNT;A319;1;EA;AR
AC69022;VALVE,BLEED;RB211;1;EA;AR
AC69022;VALVE,BLEED;RB211;1;EA;AR
AC69022;VALVE,BLEED;RB211;1;EA;AR
AC69022;VALVE,BLEED;RB211;1;EA;AR
AC69022;VALVE,BLEED;RB211;1;EA;AR
AC69022;VALVE,BLEED;RB211;1;EA;AR
AC69178;HP SOLONOID VALVE;RB211;1;EA;AR
AC69178;HP SOLONOID VALVE;RB211;1;EA;AR
AC69178;HP SOLONOID VALVE;RB211;1;EA;AR
AC69178;HP SOLONOID VALVE;RB211;1;EA;AR
AC69178;HP SOLONOID VALVE;RB211;1;EA;SV
AC69178;HP SOLONOID VALVE;RB211;1;EA;AR
AC69574;HPC STG 10 SOLENOID VALVE;A319;1;EA;AR
AC69574;HPC STG 10 SOLENOID VALVE;A319;1;EA;AR
AC69576;CABIN AIR SOLENOID VALVE;A319;1;EA;SV
AC69606;VALVE,ASSY;RB211;1;EA;AR
AC69606;VALVE,ASSY;RB211;1;EA;AR
AC69606;VALVE,ASSY;RB211;1;EA;AR
AC69606;VALVE,ASSY;RB211;1;EA;AI
AC69606;VALVE,ASSY;RB211;1;EA;AR
AC69674;STG 10 SOLENOID VALVE;A319;1;EA;AR
AC69674;STG 10 SOLENOID VALVE;A319;1;EA;SV
AC69924;VALVE, BLEED;V2500-A5;1;EA;AR
AC69924;VALVE, BLEED;V2500-A5;1;EA;AR
AC69924;VALVE, BLEED;V2500-A5;1;EA;AR
AC69924;VALVE, BLEED;V2500-A5;1;EA;AR
AC69924;VALVE, BLEED;V2500-A5;1;EA;AR
AC69924;VALVE, BLEED;V2500-A5;1;EA;AR
AC69924;VALVE, BLEED;V2500-A5;1;EA;AR
AC69924;VALVE, BLEED;V2500-A5;1;EA;AR
ACP2788AB04;AUDIO CONTROL PANEL;A320;1;EA;SV
ACR/EM-1A;MEGAPHONE PORTABLE SAFETY;B737;1;EA;AR
AL-RF15-100-2;REFRIGERATOR;A319;1;EA;AR
AMU2790CB04;AMU - AUDIO MANAGEMENT UNIT;A321;1;EA;SV
APE5100;COCKPIT CLOCK;A319;1;EA;SV
APE5200;ELECTRONIC CLOCK;Embraer 190;1;EA;SV
APTE182-30BARG;PRESSURE TRANSDUCER;A320;1;EA;AR
APTE182-30BARG;PRESSURE TRANSDUCER;A320;1;EA;AR
APTE182-30BARG;PRESSURE TRANSDUCER;A320;1;EA;AR
APTE182-30BARG;PRESSURE TRANSDUCER;A320;1;EA;AR
APTE182-30BARG;PRESSURE TRANSDUCER;A320;1;EA;AR
AR4709-3;CONTROLLER, CDLS;A320;1;EA;AR
AR4709-3;CONTROLLER, CDLS;A320;1;EA;AR
AS-200-00003;REINFORCED COCKPIT DOOR ATTENDANT C;Embraer 190;1;EA;AR
AS-33-0008;LED EXTERNAL EMERGENCY LIGHT;Embraer 190;1;EA;AR
AS-33-0008;LED EXTERNAL EMERGENCY LIGHT;Embraer 190;1;EA;AR
AS-33-0008;LED EXTERNAL EMERGENCY LIGHT;Embraer 190;1;EA;AR
AS-33-0008;LED EXTERNAL EMERGENCY LIGHT;Embraer 190;1;EA;AR
AS-33-0008;LED EXTERNAL EMERGENCY LIGHT;Embraer 190;1;EA;AR
AS-52-0004;COCKPIT DOOR LOCK;Embraer 190;1;EA;SV
AT-10-4501-01;CABIN ANTENNA;A319;1;EA;AR
AT-10-4513-01;CABIN ANTENNA;A319;1;EA;AR
AV13J5144;FUEL CONNECT/BYPASS VALVE;B737-700;1;EA;SV
B221200HK641;COCKPIT DOOR;B737-800;1;EA;AR
B222401AN503;COCKPIT DOOR JAMB;B737-800;1;EA;AR
B372BAM0511;SPOILER ELEVATOR COMPUTER;A319;1;EA;AR
B372BAM0511;SPOILER ELEVATOR COMPUTER;A319;1;EA;SV
B401ACM0507;CF DIU-C F D1SPLY UNT;A319;1;EA;SV
B401ACM0507;CF DIU-C F D1SPLY UNT;A319;1;EA;AR
B546CCM0106;FLIGHT MANAGMENT COMPUTER;A320;1;EA;AR
B546CCM0106;FLIGHT MANAGMENT COMPUTER;A320;1;EA;AR
B546CCM0106;FLIGHT MANAGMENT COMPUTER;A320;1;EA;AR
B546CCM0106;FLIGHT MANAGMENT COMPUTER;A320;1;EA;SV
B924-90270-000-00;SECTION TRANSVERSE;A319;1;EA;AR
BA21741GSR-2;FIRE EXT BOTTLE,PXICBN;A319;1;EA;AR
BA21741GSR-2;FIRE EXT BOTTLE,PXICBN;A319;1;EA;AR
BA21741GSR-2;FIRE EXT BOTTLE,PXICBN;A319;1;EA;AR
BA21741GSR-2;FIRE EXT BOTTLE,PXICBN;A319;1;EA;AR
BA23094-1;G.A. AUTO EXTINGUISHER;Embraer 190;1;EA;AR
BA23094-1;G.A. AUTO EXTINGUISHER;Embraer 190;1;EA;AR
BA24320A-1;FIRE EXT BOTTLE, LAV;A319;1;EA;AR
BA24320A-1;FIRE EXT BOTTLE, LAV;A319;1;EA;AR
BA24320A-1;FIRE EXT BOTTLE, LAV;A319;1;EA;AR
BA24320A-1;FIRE EXT BOTTLE, LAV;A319;1;EA;AR
BA24320A-1;FIRE EXT BOTTLE, LAV;A319;1;EA;AR
BA24320A-1;FIRE EXT BOTTLE, LAV;A319;1;EA;AR
BC2065C;SELCAL CODE PANEL;A319;1;EA;AR
BC2065C;SELCAL CODE PANEL;A319;1;EA;AR
BHC1060-04;HYDRAULIC CONTROL UNIT;A319;1;EA;AR
BMA3603AA01;AUDIO JUNCTION BOX;A319;1;EA;AR
C-07202-2;COAXIAL CONTROL SHAKER;B737;1;EA;AR
C-07202-2;COAXIAL CONTROL SHAKER;B737;1;EA;AR
C12404AA01;CONTROL UNIT - ATC, TCAS;A321;1;EA;AR
C158818-1;FLAP ACTUATOR 1L ASSEMBLY E175;Embraer 190;1;EA;AR
C158818-1;FLAP ACTUATOR 1L ASSEMBLY E175;Embraer 190;1;EA;AR
C158819-1;FLAP ACTUATOR 2L ASSEMBLY E175;Embraer 190;1;EA;AR
C158819-1;FLAP ACTUATOR 2L ASSEMBLY E175;Embraer 190;1;EA;AR
C158820-1;FLAP ACTUATOR 3L 4L ASSEMBLY E175;Embraer 190;1;EA;AR
C158820-1;FLAP ACTUATOR 3L 4L ASSEMBLY E175;Embraer 190;1;EA;AR
C158820-1;FLAP ACTUATOR 3L 4L ASSEMBLY E175;Embraer 190;1;EA;AR
C158820-1;FLAP ACTUATOR 3L 4L ASSEMBLY E175;Embraer 190;1;EA;AR
C158821-1;FLAP ACTUATOR 1R ASSEMBLY E175;Embraer 190;1;EA;AR
C158821-1;FLAP ACTUATOR 1R ASSEMBLY E175;Embraer 190;1;EA;AR
C158822-1;ACTUATOR-FLAP E190 2R;Embraer 190;1;EA;AR
C158822-1;ACTUATOR-FLAP E190 2R;Embraer 190;1;EA;AR
C158823-1;FLAP ACTUATOR 3R 4R ASSEMBLY E175;Embraer 190;1;EA;AR
C158823-1;FLAP ACTUATOR 3R 4R ASSEMBLY E175;Embraer 190;1;EA;AR
C158823-1;FLAP ACTUATOR 3R 4R ASSEMBLY E175;Embraer 190;1;EA;AR
C158823-1;FLAP ACTUATOR 3R 4R ASSEMBLY E175;Embraer 190;1;EA;AR
C19BQ0014;RESERVOIR - HYDRAULIC BLUE;A321;1;EA;AR
C19BQ0016;BLUE HYD RESERVOIR;A319;1;EA;AR
C19BQ0016;BLUE HYD RESERVOIR;A319;1;EA;AR
C19DS0014;RESERVOIR - HYDRAULIC, YELLOW;A321;1;EA;AR
C19DS0016;YELLOW HYD RESERVOIR;A319;1;EA;AR
C19DS0016;YELLOW HYD RESERVOIR;A319;1;EA;AR
C19DS0024;RESERVOIR-HYDRAULIC, GREEN;A321;1;EA;AR
C19DS0026;GREEN HYD RESERVOIR;A319;1;EA;AR
C19DS0026;GREEN HYD RESERVOIR;A319;1;EA;AR
C20105000;MLG TACHOMETER;A319;1;EA;AR
C20105000;MLG TACHOMETER;A319;1;EA;AR
C20105000;MLG TACHOMETER;A319;1;EA;AR
C20105000-2;TACHOMETER;A320;1;EA;SV
C202163392E34;BSCU BRAKE STEERING;A320;1;EA;AR
C24592000-1;HYD MASTER CYLINDER;A319;1;EA;AR
C24592000-1;HYD MASTER CYLINDER;A319;1;EA;AR
C24730001-6;NLG UPLOCK;A319;1;EA;AR
C24730001-6;NLG UPLOCK;A319;1;EA;AR
C24730100;NLG DOOR UPLOCK;A319;1;EA;SV
C24730100;NLG DOOR UPLOCK;A319;1;EA;AR
C24739001;MANIFOLD-BRAKE L/H;A319;1;EA;AR
C24740001;MANIFOLD-BRAKE R/H;A319;1;EA;AR
C24837101-3;MANIFOLD-NORMAL BRAKE ASSY;A319;1;EA;SV
C24837101-3;MANIFOLD-NORMAL BRAKE ASSY;A319;1;EA;AR
C-5K;COMPASS - STANDBY;A319;1;EA;SV
C-5L;COMPASS - STANDBY;B737;1;EA;AR
C93R38-601;FUEL PUMP CANISTER;A319;1;EA;AR
C93R38-601;FUEL PUMP CANISTER;A319;1;EA;AR
C93R38-606;PUMP, FUEL CANISTER;A319;1;EA;AR
C93R38-606;PUMP, FUEL CANISTER;A319;1;EA;AR
C93R38-606;PUMP, FUEL CANISTER;A319;1;EA;AR
C93R38-606;PUMP, FUEL CANISTER;A319;1;EA;AR
CG1151AC03;CONTROL AND DISPLAY;A319;1;EA;SV
CMK80-01;PRESSURE SWITCH;A319;1;EA;AR
CN120;VALVE - MANUAL CONTROL;A321;1;EA;AR
CN120;VALVE - MANUAL CONTROL;A321;1;EA;AR
CT191B;AIR CHECK VALVE;A319;1;EA;AR
CU09644003;RESOLVER ASSY-AUTOTHROTTLE;B737-700;1;EA;AR
CU09644003;RESOLVER ASSY-AUTOTHROTTLE;B737-700;1;EA;AR
CV02-55;CHECK VALVE;B737-800;1;EA;AR
CV02-55;CHECK VALVE;B737-800;1;EA;AR
CZ9284E;TRANSDUCER - PRESSURE;A321;1;EA;AR
CZ9DM6A;TRANSDUCER-PRESSURE;A319;1;EA;SV
D0001039000000;FAIRING ASSY-MOVEABLE;A319;1;EA;AR
D00010390000BL;FAIRING ASSY-MOVABLE LH;A320;1;EA;AR
D0001039000100;FAIRING ASSY-MOVEABLE R/H;A319;1;EA;AR
D00010390001BL;FAIRING ASSY-MOVABLE RH;A320;1;EA;AR
D2121139100000;AIR OUTLET INDICATOR COCKPIT;A319;1;EA;AR
D2121139100000;AIR OUTLET INDICATOR COCKPIT;A319;1;EA;AR
D2127415000200;DUCT ASSY;A321;1;EA;AR
D2127415100000;DUCT ASSY;A319;1;EA;AR
D2157110002200;INLET ASSY RAM AIR RH;A319;1;EA;AR
D2157120101400;DUCT;A320;1;EA;AR
D2157180002200;MAIN DUCT-HEAT SECONDARY;A321;1;EA;AR
D23969-125;LIFE RAFT - 10 PERSON;A319;1;EA;AR
D27270001014;RUDDER CONTROL UNIT;A321;1;EA;AR
D2727025120000;SPRING ROD;A319;1;EA;AR
D272-70400-010;SOLENOID-ART, FEEL RUDDER;A319;1;EA;AR
D2727040001200;ARTIFICIAL FEEL UNIT;A320;1;EA;SV
D2755001500000;FLAP CONT ARM;A319;1;EA;AR
D2755001500100;FLAP CONTROL ARM;A319;1;EA;AR
D2755001600000;FLAP CONTROL ARM;A319;1;EA;AR
D2755001600100;FLAP CONTROL ARM;A319;1;EA;AR
D2755001700000;FLAP CONT ARM;A319;1;EA;AR
D2785001700100;FLAP CONTROL ARM;A319;1;EA;AR
D28104000-000;FUEL DRAIN TOOL;A319;1;EA;AR
D28150030006;FUEL TUBE;A320;1;EA;AR
D2815003000702;FUEL TANK;A320;1;EA;AR
D282-70039-006-00;APU DRAIN MAST;A320;1;EA;AR
D2907017000400;HYDRAULIC MANIFOLD;A321;1;EA;AR
D2907017400000;MANIFOLD;A319;1;EA;AR
D2907017400000;MANIFOLD;A319;1;EA;AR
D2907017400000;MANIFOLD;A319;1;EA;AR
D2907017500200;MANIFOLD;A321;1;EA;AR
D2907023400000;UNION- PWR TRANSFER SPCL;A319;1;EA;AR
D2907023400000D;CONNECTOR, HYDRAULIC;A319;1;EA;AR
D2907023400000D;CONNECTOR, HYDRAULIC;A319;1;EA;AR
D3221011600200;ROD ASSY NLG W/W ADJUSTABLE;A320;1;EA;AR
D3221011600200;ROD ASSY NLG W/W ADJUSTABLE;A320;1;EA;AR
D3221011600400;ROD ASSY-ADJUSTABLE;A319;1;EA;AR
D3221011600400;ROD ASSY-ADJUSTABLE;A319;1;EA;AR
D3221011600400;ROD ASSY-ADJUSTABLE;A319;1;EA;AR
D3221011600400;ROD ASSY-ADJUSTABLE;A319;1;EA;AR
D3221401500351;MECHANISM-DR OPS;A320;1;EA;AR
D323-70101-000;MANIFOLD-FUSES;A320;1;EA;AR
D3237010100000;DUAL VALVE-SAFETY;A319;1;EA;AR
D323-70101-000-00F;VALVE, BLOCK;A319;1;EA;AR
D3237010500400;MANIFOLD ASSY;A321;1;EA;AR
D3237010500400;MANIFOLD ASSY;A321;1;EA;AR
D32370107000;VALVE ASSY;;1;EA;SV
D3237010900400;VALVE ASSY;A319;1;EA;AR
D3247010400200;MANIFOLD ASSY;A319;1;EA;AR
D3292-4000A;IDG COOLER;RB211;1;EA;AI
D3611018500800;DUCT ASSY LH;A321;1;EA;AR
D3611018500900;DUCT ASSY RH;A319;1;EA;AR
D3611018500900;DUCT ASSY RH;A319;1;EA;AR
D52000-42000;OPTICAL QUICK ACCESS RECORDER;;1;EA;AR
D5211000100000;DOOR ASSY - FWD PAX L/H;A321;1;EA;AR
D5211000100000B00;LH FWD PAX DOOR;A319;1;EA;AR
D5211000100100;PAX DOOR;A320;1;EA;AR
D5211000100100B00;DOOR, R-1;A319;1;EA;AR
D5211100100000;DOOR ASSY - FWD PAX L/H;A321;1;EA;AR
D5211100100000B00;LH AFT PAX DOOR;A319;1;EA;AR
D5211100100100;PAX DOOR;A320;1;EA;AR
D5211100100100B00;DOOR, R-2;A319;1;EA;AR
D5227900200600;DOOR ASSY-EMERGENCY EXIT;A319;1;EA;AR
D5227900200600;DOOR ASSY-EMERGENCY EXIT;A319;1;EA;AR
D5227900200600;DOOR ASSY-EMERGENCY EXIT;A319;1;EA;AR
D5227900200700;DOOR ASSY-EMERGENCY EXIT;A319;1;EA;AR
D5227900200700;DOOR ASSY-EMERGENCY EXIT;A319;1;EA;AR
D5227900200700;DOOR ASSY-EMERGENCY EXIT;A319;1;EA;AR
D5237180000000;DOOR ASSY - CARGO COMPARTMENT, FWD;A319;1;EA;AR
D5237180000800;CARGO DOOR;A320;1;EA;AR
D5237197000800;CARGO DOOR;A320;1;EA;AR
D5237200002400;BULK CARGO DOOR;A320;1;EA;AR
D5237295000000;DOOR ASSY - CARGO COMPARTMENT AFT;A319;1;EA;AR
D5241012501000;FWD E&E DOOR ACCESS;A319;1;EA;AR
D5241012502000;AVIONICS ACCESS DOOR;A320;1;EA;AR
D5241014800400;ACCESS DOOR RH;A319;1;EA;AR
D5241014800400;ACCESS DOOR RH;A319;1;EA;AR
D5241018000400;ACCESS DOOR LH;A319;1;EA;AR
D5241018000400;ACCESS DOOR LH;A319;1;EA;AR
D5241020700400;AFT E&E DOOR ACCESS;A319;1;EA;AR
D5241020700400;AFT E&E DOOR ACCESS;A319;1;EA;AR
D5247000500200;DOOR ASSY-SERVICE DOOR- FLT RE;A319;1;EA;AR
D5248550000400;DOOR-ACCESS;A319;1;EA;AR
D5248550000800;ACCESS DOOR L/H;A320;1;EA;AR
D5248570000400;DOOR-ACCESS;A319;1;EA;AR
D5248570001000;DOOR ASSY;A320;1;EA;AR
D5281008901600;DOOR ASSY NLG AFT;A319;1;EA;AR
D5281008901700;DOOR ASSY NLG AFT;A319;1;EA;AR
D5284000800600;HINGED FAIRING ASSY LH;A319;1;EA;AR
D5284000800700;HINGED FAIRING ASSY;A319;1;EA;AR
D52853012000;HINGE ASSY;;1;EA;AR
D5285600000200;LEG FAIRING ASSY LH;A319;1;EA;AR
D5285600000300;LEG FAIRING ASSY;A319;1;EA;AR
D52856010002;UC LEG FAIRING GA;A320;1;EA;AR
D52856010003;LEG FAIRING;A320;1;EA;AR
D5311085100000;CENTRAL SHIELD;A319;1;EA;AR
D5311085100000;CENTRAL SHIELD;A319;1;EA;AR
D5311085200000;LH SHIELD;A319;1;EA;AR
D5311085200000;LH SHIELD;A319;1;EA;AR
D5311085300000;RH SHIELD;A319;1;EA;AR
D5311085300000;RH SHIELD;A319;1;EA;AR
D5323185200000;PANEL ASSY;A319;1;EA;AR
D5323185800000;PANEL ASSY, LOWER;A319;1;EA;AR
D5323187200000;PANEL ASSY;A319;1;EA;AR
D5331015900400;DOOR, ACCESS PANEL;A319;1;EA;AR
D5331015900400;DOOR, ACCESS PANEL;A319;1;EA;AR
D5331016600400;PANEL ASSY;A319;1;EA;AR
D5331016600500;PANEL ASSY;A319;1;EA;AR
D5331034500400;FAIRING ASSY;A319;1;EA;AR
D5331103800000;PANEL ASSY;A319;1;EA;AR
D5335000900800;PANEL ASSY;A319;1;EA;AR
D5335000900900;PANEL ASSY;A319;1;EA;AR
D5337170605200;PANEL, LOWER ACCESS L/H;A319;1;EA;AR
D533-71706-054;FAIRING;A320;1;EA;AR
D5337170702000;ACCESS DOOR ASSY;A320;1;EA;AR
D5337171605200;PANEL, LOWER ACESS, R/H;A319;1;EA;AR
D5337171702000;ACCESS DOOR ASSY;A320;1;EA;AR
D5337172001000;DOOR, SELECTOR VALVE LH;A319;1;EA;AR
D5337173005400;FAIRING WING TO FUSE. 36-40;A319;1;EA;AR
D5337176005400R;WING TO BODY PANEL RH;A319;1;EA;AR
D5337177005000;FAIRNING-WING TO FUSELAGE-LH;A319;1;EA;AR
D5337177505400;FAIRING-WING TO FUSELAGE;A319;1;EA;AR
D5337178000200;FAIRING ASSY-WING TO FUSELAGE;A319;1;EA;AR
D5337178601000M;FAIRING-UPR;A319;1;EA;AR
D5337178601100;FAIRING-UPPER;A319;1;EA;AR
D5337501001100Q;FAIRING ASSY RH;A319;1;EA;AR
D5337509005200;FAIRING, WING -TO FUSELAGE;A319;1;EA;AR
D5347501005600AE;FAIRING;A319;1;EA;AR
D5347502005600AE;WING TO BODY FAIRING RH;A319;1;EA;AR
D5347503005200;FAIRING;A319;1;EA;AR
D5347504005400;FAIRING-AFT;A319;1;EA;AR
D5348005700851;PANEL ASSY-SERVICE DOOR, PORT WATER;A319;1;EA;AR
D5348005900052;PANAL ASSY-SERVICE DOOR LAV;A319;1;EA;AR
D5357072500600;FAIRING VERT. STAB BEH;A320;1;EA;AR
D5357072500700;FAIRING VERT. STAB BEH;A320;1;EA;AR
D5453032200400;PANEL;A319;1;EA;AR
D5453033900000;PANEL;A319;1;EA;AR
D5453037700100;PANEL;A319;1;EA;AR
D5453037900000;PANEL;A319;1;EA;AR
D5453037980100;PANEL;A319;1;EA;AR
D5453038300000;FILLET;A319;1;EA;AR
D5453038500000;FILLET;A319;1;EA;AR
D5453038500100;FILLET;A319;1;EA;AR
D5453038700000;FILLET ASSY-OUTER,PAINTED LH;A319;1;EA;AR
D5453038703100;FILLET ASSY-OUTER R/H;A319;1;EA;AR
D5453038900100;FILLET ASSY-INNER R/H;A319;1;EA;AR
D5517003000000;FAIRING, HTP;A319;1;EA;AR
D5517003000100;FAIRING, HTP;A319;1;EA;AR
D5517004000000;FAIRING ASSY LH, HTP;A319;1;EA;AR
D5517004000100;FAIRING, HTP;A319;1;EA;AR
D551-83116-002;LEX ASSY L/H;A319;1;EA;AR
D551-83116-003;LEX ASSY, R/H;A319;1;EA;AR
D551-83300-004;HORIZONTAL STAB PANEL L/H I/B;A319;1;EA;AR
D551-83300-005;LEADING EDGE;A319;1;EA;AR
D551-83400-004;LEADING EDGE;A319;1;EA;AR
D551-83400-005;LEADING EDGE;A319;1;EA;AR
D5518421001000;ASSY PANEL 1 L/H;A320;1;EA;AR
D5518421001100;ASSY PANEL 1;A320;1;EA;AR
D5518423001000;ASSY PNL #3;A320;1;EA;AR
D5518423001100;ASSY PANEL #3;A320;1;EA;AR
D5518424001000;ASSY PANEL 4 L/H;A320;1;EA;AR
D5518424001100;ASSY PNL 4 R/H;A320;1;EA;AR
D55184300-009;PANEL ASSY - ACCESS 1 LOWER;A319;1;EA;AR
D5518430001000;ACCESS DOOR #1 ASSY;A320;1;EA;AR
D5518430001100;ACCESS DOOR # 1 ASSY;A320;1;EA;AR
D5518431001000;ASSY ACCESS DOOR #2;A320;1;EA;AR
D5518431001100;ACCESS DOOR # 11, ASSY;A320;1;EA;AR
D55184320-009;PANEL ASSY - ACCESS 1 LOWER;A319;1;EA;AR
D5518432001000;ASSY ACCESS DOOR #3;A320;1;EA;AR
D5518432001100;ASSY ACCESS DOOR #3;A320;1;EA;AR
D5518434000900;PANEL ASSY - ACCESS 5 LOWER;A319;1;EA;AR
D5518434001000;ASSY ACCESS DOOR #5;A320;1;EA;AR
D55184350-010;COVER #5;A320;1;EA;AR
D5518436001000;ASSY ACCESS DOOR #7;A320;1;EA;AR
D5518436001100;ASSY ACCESS DOOR #7;A320;1;EA;AR
D55184361009A01;PANEL;A319;1;EA;AR
D5518437000100;ASSY ACCESS  DOOR #8;A320;1;EA;AR
D55184371090A;ACCESS PANEL;A320;1;EA;AR
D5518439000A01;COVER #4;A320;1;EA;AR
D55184395006A01;COVER 4 RIGHT;A320;1;EA;AR
D5537003700000;TIP ASSY, VERTICAL STAB;A319;1;EA;AR
D5537125000500N;PNL R/H;A320;1;EA;AR
D5537125200600P;PNL L/H;A320;1;EA;AR
D5537125200800P;VERTICAL PNL R/H;A320;1;EA;AR
D5537125300800;PANEL;A319;1;EA;AR
D5537125300900S;VERTICAL PNL R/H;A320;1;EA;AR
D5537125800000A;PNL LEADING EDGE L/H;A320;1;EA;AR
D5537125800100A;VERTICAL PNL R/H;A320;1;EA;AR
D56270002200;WINDOW, PASSENGER;A321;67;EA;AR
D57351200002E;RH WINGTIP FENCE;A319;1;EA;AR
D57351200003E;L H WINGTIP FENCE;A319;1;EA;AR
D5735127600200;PANEL GLAZING ASSY;A319;1;EA;AR
