Page,Row,Country,Airline,registration,type of aircraft,cn/fn,exreg,mfd,del,QT,Powered by,mtow kg,config,remarks,,,Head:,Email,WEB,TEL,C20,C30,RR,PT6A,C20R,ALL
443,45,Brazil ,Lider Aviacao,o PT-JAA,Hawker 800B (BAe 125-800B),258190,PT-OHB,1290,0299,2,GA TFE731-5R-1H,12428,Executive,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,46,Brazil ,Lider Aviacao,o PT-OTC,Hawker 800B (BAe 125-800B),258194,,0291,0604,2,GA TFE731-5R-1H,12428,Executive,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,47,Brazil ,Lider Aviacao,o ,Hawker 4000 (Hawker Beechcraft 4000),,,,,2,PWC PW308A,17010,Executive,On Order - Due 2013,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,48,Brazil ,Lider Aviacao,o ,Hawker 4000 (Hawker Beechcraft 4000),,,,,2,PWC PW308A,17010,Executive,On Order - Due 2014,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,49,Brazil ,Lider Aviacao,o PP-MAH,Sikorsky S-76A,760057,PT-YOM,0480,0008,2,RR 250-C30,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,50,Brazil ,Lider Aviacao,o PP-MAY,Sikorsky S-76A,760053,N176JW,0680,1100,2,RR 250-C30,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,51,Brazil ,Lider Aviacao,o PP-MBA,Sikorsky S-76A,760091,N1547P,0281,1299,2,RR 250-C30S,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,52,Brazil ,Lider Aviacao,o PP-MBC,Sikorsky S-76A,760162,XC-HEG,0383,1299,2,RR 250-C30S,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,53,Brazil ,Lider Aviacao,o PP-MBF,Sikorsky S-76A,760094,XC-FES,0281,0002,2,RR 250-C30,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,54,Brazil ,Lider Aviacao,o PP-MBJ,Sikorsky S-76A,760142,XC-FEK,0481,0104,2,RR 250-C30,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,55,Brazil ,Lider Aviacao,o PP-MBL,Sikorsky S-76A,760143,XC-HEC,0182,1299,2,RR 250-C30S,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,56,Brazil ,Lider Aviacao,o PR-LBA,Sikorsky S-76C++,760705,N2584Q,0208,0908,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,57,Brazil ,Lider Aviacao,o PR-LCA,Sikorsky S-76C+,760554,,0404,0404,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,58,Brazil ,Lider Aviacao,o PR-LCC,Sikorsky S-76C+,760555,N2039S,0304,0704,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,59,Brazil ,Lider Aviacao,o PR-LCD,Sikorsky S-76C+,760549,,0604,0604,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,60,Brazil ,Lider Aviacao,o PR-LCE,Sikorsky S-76C+,760556,N2040F,0304,0304,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,61,Brazil ,Lider Aviacao,o PR-LCF,Sikorsky S-76C+,760558,N20380,0304,0304,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,62,Brazil ,Lider Aviacao,o PR-LCG,Sikorsky S-76C+,760559,N20374,0604,0604,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,63,Brazil ,Lider Aviacao,o PR-LCH,Sikorsky S-76C+,760560,N20383,0404,0404,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,64,Brazil ,Lider Aviacao,o PR-LCI,Sikorsky S-76C+,760563,N7008G,0604,0604,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,65,Brazil ,Lider Aviacao,o PR-LCJ,Sikorsky S-76C+,760571,N7094T,0904,0904,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,66,Brazil ,Lider Aviacao,o PR-LCK,Sikorsky S-76C+,760573,N7096T,0904,0904,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,67,Brazil ,Lider Aviacao,o PR-LCM,Sikorsky S-76C++,760624,N80736,0806,0806,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,68,Brazil ,Lider Aviacao,o PR-LCN,Sikorsky S-76C++,760626,N80876,0906,0906,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,69,Brazil ,Lider Aviacao,o PR-LCO,Sikorsky S-76C++,760628,N80601,0906,0906,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,70,Brazil ,Lider Aviacao,o PR-LCP,Sikorsky S-76C++,760631,N80259,1006,1006,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,71,Brazil ,Lider Aviacao,o PR-LCQ,Sikorsky S-76C++,760633,N80408,1106,1106,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,72,Brazil ,Lider Aviacao,o PR-LCR,Sikorsky S-76C++,760617,N81189,0606,0606,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,73,Brazil ,Lider Aviacao,o PR-LCT,Sikorsky S-76C++,760723,N723Y,0708,0209,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,74,Brazil ,Lider Aviacao,o PR-LCV,Sikorsky S-76C++,760672,N4512A,0707,0508,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,75,Brazil ,Lider Aviacao,o PR-LCX,Sikorsky S-76C++,760704,N231Y,0208,1108,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,76,Brazil ,Lider Aviacao,o PR-LCZ,Sikorsky S-76C++,760707,N2584T,0308,0308,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,77,Brazil ,Lider Aviacao,o PR-LDB,Sikorsky S-76C++,760759,N759L,0309,1209,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,78,Brazil ,Lider Aviacao,o PR-LDC,Sikorsky S-76C++,760783,N783N,0110,0110,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,79,Brazil ,Lider Aviacao,o PR-LDD,Sikorsky S-76C++,760679,N882AL,0807,0709,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,80,Brazil ,Lider Aviacao,o PR-LDE,Sikorsky S-76C++,760784,N784Q,0110,0110,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,81,Brazil ,Lider Aviacao,o PR-LDG,Sikorsky S-76C++,760785,N785L,0110,0110,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,82,Brazil ,Lider Aviacao,o PR-LDH,Sikorsky S-76C++,760777,N887BG,0809,0810,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,83,Brazil ,Lider Aviacao,o PR-LDJ,Sikorsky S-76C+,760530,N22CP,1202,1110,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,84,Brazil ,Lider Aviacao,o PR-LDK,Sikorsky S-76C++,760608,N176PG,1205,0811,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,85,Brazil ,Lider Aviacao,o PR-LDM,Sikorsky S-76C++,760641,9M-SPS,1206,0112,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,86,Brazil ,Lider Aviacao,o PR-LDN,Sikorsky S-76C++,760654,G-CEOR,0207,1111,2,TBMCA Arriel 2S2,5307,Crew Transfer,lsf Bristow Helicopters (UK),#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,87,Brazil ,Lider Aviacao,o PR-LDP,Sikorsky S-76C+,760534,N115PD,0303,0711,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,88,Brazil ,Lider Aviacao,o PR-LDQ,Sikorsky S-76C++,760718,VH-TZK,0708,1111,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,89,Brazil ,Lider Aviacao,o PR-LDT,Sikorsky S-76C+,760553,N767LL,1203,1111,2,TBMCA Arriel 2S1,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,90,Brazil ,Lider Aviacao,o PR-LDV,Sikorsky S-76C++,760768,G-CGRK,1209,1111,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,91,Brazil ,Lider Aviacao,o PR-LDW,Sikorsky S-76C++,760744,G-CFPZ,1108,0312,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,92,Brazil ,Lider Aviacao,o PR-LDX,Sikorsky S-76C++,760818,N818V,1211,0812,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,93,Brazil ,Lider Aviacao,o PR-LDZ,Sikorsky S-76C++,760803,G-CGVW,0910,0412,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,94,Brazil ,Lider Aviacao,o PR-LEA,Sikorsky S-76C++,760804,9Y-HWO,1010,1212,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,95,Brazil ,Lider Aviacao,o PR-SHL,Sikorsky S-76C++,760702,N2582X,0308,0408,2,TBMCA Arriel 2S2,5307,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,96,Brazil ,Lider Aviacao,o PT-HQR,Sikorsky S-76A,760184,N3120A,1082,0100,2,RR 250-C30S,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,97,Brazil ,Lider Aviacao,o PT-HRE,Sikorsky S-76A,760206,N3123F,0283,0283,2,RR 250-C30S,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,98,Brazil ,Lider Aviacao,o PT-YAX,Sikorsky S-76A,760174,N5444X,0981,1004,2,RR 250-C30S,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,99,Brazil ,Lider Aviacao,o PT-YCW,Sikorsky S-76A,760270,N72434,0084,0397,2,RR 250-C30,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,100,Brazil ,Lider Aviacao,o PT-YDI,Sikorsky S-76A,760080,N165ML,0980,1297,2,RR 250-C30,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,101,Brazil ,Lider Aviacao,o PT-YDL,Sikorsky S-76A,760220,N900TR,0483,1197,2,RR 250-C30,4762,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,2,2,,,2
443,102,Brazil ,Lider Aviacao,o PR-JAA,Sikorsky S-92A,920099,N2059J,0109,0909,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,103,Brazil ,Lider Aviacao,o PR-JAE,Sikorsky S-92A,920105,N2082Q,0309,0710,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,104,Brazil ,Lider Aviacao,o PR-JAF,Sikorsky S-92A,920093,N922AL,1008,0610,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,105,Brazil ,Lider Aviacao,o PR-JAR,Sikorsky S-92A,920154,N2198J,0811,0811,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,106,Brazil ,Lider Aviacao,o PR-JAW,Sikorsky S-92A,920163,N163L,0812,0812,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,107,Brazil ,Lider Aviacao,o PR-JBE,Sikorsky S-92A,920170,N970P,0812,0812,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,108,Brazil ,Lider Aviacao,o PR-JBH,Sikorsky S-92A,920159,N159Y,1211,1012,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,109,Brazil ,Lider Aviacao,o PR-JBI,Sikorsky S-92A,920179,N179P,0912,0912,2,GE CT7-8A,12020,Crew Transfer,,#REF!,.,Mr Eduardo Vaz                ,0,www.lideraviacao.com.br,+55 31 3490 4500    ,,,,,,
443,110,Brazil ,Lideranca Taxi Aereo Ltda,Lideranca Taxi Aereo Ltda,,,,,,,,,,,#REF!,X,0,0,0,+55 61 365 1045     ,,,,,,
443,111,Brazil ,Lideranca Taxi Aereo Ltda,"Aeroporto Internacional de Brasilia, Terminal de Avaicao General, Distrito Federal (B) CEP-7160-900, Brazil",,,Tel: +55 61 365 1045,,,,,,,,#REF!,.,0,0,0,+55 61 365 1045     ,,,,,,
443,112,Brazil ,Lideranca Taxi Aereo Ltda,o PR-PRA,Beechcraft Premier IA (Raytheon 390),RB-169,N837JM,0906,0210,2,WRR FJ-44-2A,5670,Executive,,#REF!,.,0,0,0,+55 61 365 1045     ,,,,,,
443,113,Brazil ,Lideranca Taxi Aereo Ltda,o PT-MAY,Embraer EMB-121 Xingu-A,121032,,1180,0805,2,PWC PT6A-28,5670,Executive,,#REF!,.,0,0,0,+55 61 365 1045     ,,,,2,,2
443,114,Brazil ,Locaair Taxi Aereo Ltda,Locaair Taxi Aereo Ltda,,,,,,,,,,,#REF!,X,0,0,0,0,,,,,,
443,115,Brazil ,Locaair Taxi Aereo Ltda,"PCA Bagatelle, Pampulha, Belo Horizonte Minas Gerais, Brazil",,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
443,116,Brazil ,Locaair Taxi Aereo Ltda,o PT-LLN,Bombardier Learjet 25C,176,N28KV,0974,0692,2,GE CJ610-8A,6803,Executive,,#REF!,.,0,0,0,0,,,,,,
443,117,Brazil ,Locaair Taxi Aereo Ltda,o PT-HLF,Helibras HB350 Esquilo (AllStar),1214,,0680,0605,1,RR 250-C30M,2100,Executive,,#REF!,.,0,0,0,0,,1,1,,,1
443,118,Brazil ,Luft Taxi Aero,Luft Taxi Aero,,,,,,,,,,,#REF!,X,0,0,0,0,,,,,,
443,119,Brazil ,Luft Taxi Aero,Brazil,,,,,,,,,,,#REF!,.,0,0,0,0,,,,,,
443,120,Brazil ,Luft Taxi Aero,o PR-LFT,Cessna 560XL Citation XLS,560-5619,,0806,0806,2,PWC PW545B,9162,Executive,lsf TAM Jatos Executivos Marilia,#REF!,.,0,0,0,0,,,,,,
443,121,Brazil ,Lug Taxi Aereo Ltda,Lug Taxi Aereo Ltda,,,,,,,,,Maceio,,#REF!,X,Mr Arnaldo Cansacao           ,0,0,+55 82 3322 1528    ,,,,,,
443,122,Brazil ,Lug Taxi Aereo Ltda,"Aeroporto Zumbi dos Palmares-Maceio, Hangar 02, Rio Largo Alagoas CEP-57110-100, Brazil",,,Tel: +55 82 3322 1528,,Fax: +55 82 3322 1593,E,mail: lugtaxiaereo@uol.com.br,,,,#REF!,.,Mr Arnaldo Cansacao           ,#REF!,0,+55 82 3322 1528    ,,,,,,
443,123,Brazil ,Lug Taxi Aereo Ltda,F: 1987,,,,,,,,,,,#REF!,.,Mr Arnaldo Cansacao           ,0,0,+55 82 3322 1528    ,,,,,,
443,124,Brazil ,Lug Taxi Aereo Ltda,o PP-MJL,Bell 407,53448,,0201,0201,1,RR 250-C47B,2381,Executive,,#REF!,.,Mr Arnaldo Cansacao           ,0,0,+55 82 3322 1528    ,,,,,,
443,125,Brazil ,Lug Taxi Aereo Ltda,o PR-LUG,Hawker 800XP (Raytheon Hawker 800XP),258553,N51453,1101,1101,2,GA TFE731-5BR,12700,Executive,,#REF!,.,Mr Arnaldo Cansacao           ,0,0,+55 82 3322 1528    ,,,,,,
444,3,Brazil ,Mais Linhas Aereas  = MLI,Mais Linhas Aereas  = MLI,,,,,,,,,,,#REF!,X,Mr Rogerio Oliveira           ,comercial@voemais.com.br       ,www.voemais.com.br,+55 21 2283 6131 ,,,,,,
444,4,Brazil ,Mais Linhas Aereas  = MLI,"51 Rua Goncalves Dias, 8th Floor, Rio de Janeiro 20050-030, Brazil",,Tel: +55 21 2283 6131 Email: comercial@voemais.com.br,,,,,,,,,#REF!,.,Mr Rogerio Oliveira           ,comercial@voemais.com.br       ,www.voemais.com.br,+55 21 2283 6131 ,,,,,,
444,5,Brazil ,Mais Linhas Aereas  = MLI,F: 2010,"Web: www.voemais.com.br Start-up regional carrier operating charter flights for tour operators, but is planning to launch domestic services in the North, Northeast, Southeast and Midwest",,,,,,,,,,#REF!,.,Mr Rogerio Oliveira           ,comercial@voemais.com.br       ,www.voemais.com.br,+55 21 2283 6131 ,,,,,,
444,6,Brazil ,Mais Linhas Aereas  = MLI,regions from its Salvador base.,,,,,,,,,,,#REF!,.,Mr Rogerio Oliveira           ,comercial@voemais.com.br       ,www.voemais.com.br,+55 21 2283 6131 ,,,,,,
444,7,Brazil ,Mais Linhas Aereas  = MLI,o PR-JFO,Fokker 100,11400,XA-KXJ,0692,0311,2,RR RB183 Tay 650-15,44452,Y100,,#REF!,.,Mr Rogerio Oliveira           ,comercial@voemais.com.br       ,www.voemais.com.br,+55 21 2283 6131 ,,,,,,
444,8,Brazil ,Malaga Taxi Aereo Ltda,Malaga Taxi Aereo Ltda,,,,,,,,,,,#REF!,X,Mr Francisco Malaga           ,0,0,+55 113 601 2269    ,,,,,,
444,9,Brazil ,Malaga Taxi Aereo Ltda,"Av Doctor Alberto Jackson Byington, Osasco, Sao Paulo Sao Paulo 06276-903, Brazil",,Tel: +55 113 601 2269,,,,,,,,,#REF!,.,Mr Francisco Malaga           ,0,0,+55 113 601 2269    ,,,,,,
444,10,Brazil ,Malaga Taxi Aereo Ltda,Head: Mr Francisco Malaga,,,,,,,,,,,#REF!,.,Mr Francisco Malaga           ,0,0,+55 113 601 2269    ,,,,,,
444,11,Brazil ,Malaga Taxi Aereo Ltda,o PR-SEL,AgustaWestland AW139,31084,,1007,1007,2,PWC PT6C-67C,6400,Crew Transfer,lsf Senior Taxi Aereo,#REF!,.,Mr Francisco Malaga           ,0,0,+55 113 601 2269    ,,,,,,
444,12,Brazil ,Malaga Taxi Aereo Ltda,o PT-YFM,Bell 206B JetRanger III,4179,N206TA,0891,0101,1,RR 250-C20J,1451,Executive,,#REF!,.,Mr Francisco Malaga           ,0,0,+55 113 601 2269    ,1,,1,,,1
444,13,Brazil ,MAP Linhas Aereas,MAP Linhas Aereas,(aka Manaus Aerotaxi),,,,,,,,,,#REF!,X,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,,,
444,14,Brazil ,MAP Linhas Aereas,"Avenida Santos Dumont, 1916, Aeroporto Int Eduardo Gomes, Barro Taruma Amazonas 69041-000, Brazil",,,Tel: +55 92 3652 1660,,,F,ax: +55 92 3652 1660,Email: comercial@voemap.com.br,,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,,,
444,15,Brazil ,MAP Linhas Aereas,F: 2011,Web: www.voemap.com.br,,,,,,,,,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,,,
444,16,Brazil ,MAP Linhas Aereas,o PR-MPN,ATR 42-300,020,PR-TTG,0686,0311,2,PWC PW121,16700,Y48,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,,,
444,17,Brazil ,MAP Linhas Aereas,o PR-MPO,ATR 42-300,091,PP-PTD,0488,0312,2,PWC PW120,16700,Y46,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,,,
444,18,Brazil ,MAP Linhas Aereas,o PR-MPE,Cessna 208 Caravan (Floats),20800510,,0809,0809,1,PWC PT6A-114A,3628,Passenger,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,1,,1
444,19,Brazil ,MAP Linhas Aereas,o PR-MNS,Cessna 208B Grand Caravan,208B2065,,0109,0109,1,PWC PT6A-114A,3968,Passenger,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,1,,1
444,20,Brazil ,MAP Linhas Aereas,o PR-MPF,Cessna 650 Citation III,650-0087,PP-AIO,0785,1209,2,GA TFE731-3B-100S,9525,Executive,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,,,
444,21,Brazil ,MAP Linhas Aereas,o PT-SOF,Embraer EMB-110P1 Bandeirante,110486,,0491,0106,2,PWC PT6A-34,5670,Y19,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,2,,2
444,22,Brazil ,MAP Linhas Aereas,o PT-WDB,Embraer EMB-110 Bandeirante-C,110051,2159,0675,0406,2,PWC PT6A-27,5600,Y15,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,2,,2
444,23,Brazil ,MAP Linhas Aereas,o PR-MPD,Rockwell 690B Turbo Commander,11513,N690BA,1178,0409,2,GA TPE331-5-251K,4683,Executive,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,,,
444,24,Brazil ,MAP Linhas Aereas,o PT-MPN,Rockwell 690B Turbo Commander,11465,CS-ASA,0278,0609,2,GA TPE331-5-251K,4683,Executive,,#REF!,.,Mr Marcos Pacheco             ,comercial@voemap.com.br       ,www.voemap.com.br,+55 92 3652 1660    ,,,,,,
444,25,Brazil ,Marica Taxi Aereo,Marica Taxi Aereo,,,,,,,,Rio De Janeiro-Jacarepagua,,,#REF!,X,Mr Ricardo Assad              ,0,www.maricataxiaereo.com.br,+55 2133255683      ,,,,,,
444,26,Brazil ,Marica Taxi Aereo,"Aeroporto de Jacarepagua, Avenue Ayrton Senna 2541 Rua, Rio de Janeiro, Brazil",,Tel: +55 2133255683,,,,,,,,,#REF!,.,Mr Ricardo Assad              ,0,www.maricataxiaereo.com.br,+55 2133255683      ,,,,,,
